fid,iid,rep,budget,pred_t1,pred_t2,pred_t3
24,3.0,5.0,950,-0.5805584832664755,,
24,3.0,6.0,50,-1.7490739414395937,-1.8301941253385214,-1.5586887976874635
24,3.0,6.0,100,-1.1231725950975626,-1.023863452096655,-1.1219425111083716
24,3.0,6.0,150,-1.1035505516472208,-1.100692517529736,-1.0430885997113248
24,3.0,6.0,200,-1.2135833603327382,-0.9283625881375689,-1.1928011028654233
24,3.0,6.0,250,-1.3315836356266944,-1.0816844140215902,-0.8776223171007964
24,3.0,6.0,300,-1.3566661948272545,-1.0491177328128556,-0.9193712654287066
24,3.0,6.0,350,-0.9476065397684835,-1.0072941533925912,-1.5058879334066926
24,3.0,6.0,400,-0.935637744400946,-1.1791697030984423,-1.0692708912150182
24,3.0,6.0,450,-0.9609143364909241,-1.0365945580105023,-0.9485673278526657
24,3.0,6.0,500,-0.8763032657153634,-0.9728384554192051,-0.9474488279770933
24,3.0,6.0,550,-0.9390859140440266,-1.1640138743089663,-0.9231647685275696
24,3.0,6.0,600,-1.0322464201650456,-0.9472824013680892,-0.9625385219357548
24,3.0,6.0,650,-1.0711956799374125,-0.984972828692567,-0.8883519928594594
24,3.0,6.0,700,-1.1019068350348884,-0.8224033424138903,-0.9185057145521177
24,3.0,6.0,750,-0.8476331128725245,-0.7994318308381009,-0.826589593925337
24,3.0,6.0,800,-0.8956993763998813,-0.8746043477696099,-0.8137222158266089
24,3.0,6.0,850,-0.9252956538009564,-0.8266966460296178,-0.523325257632288
24,3.0,6.0,900,-0.8082046475169397,-0.523714517078485,
24,3.0,6.0,950,-0.5596914789155305,,
24,3.0,7.0,50,-1.115021683772206,-1.363775658249237,-1.1659755457074075
24,3.0,7.0,100,-3.2420245261571616,-3.6481768145979925,-2.5372138407888998
24,3.0,7.0,150,-1.0475474949571644,-1.1231617423082025,-0.9966298541978528
24,3.0,7.0,200,-0.921731391194954,-1.0653631730662816,-0.905610591813023
24,3.0,7.0,250,-1.0257443347673743,-1.2601010361440765,-0.854284876769973
24,3.0,7.0,300,-1.2786041416999772,-1.2955292557353644,-0.8850420564876891
24,3.0,7.0,350,-0.8948747945930309,-0.9691921282543206,-0.7728503551625664
24,3.0,7.0,400,-0.8031450227480745,-0.8822224270897803,-0.8426108177330217
24,3.0,7.0,450,-0.9761452928550605,-1.0723148901586428,-0.9815019608509137
24,3.0,7.0,500,-0.819365967674415,-0.912992797623827,-0.7875941342304952
24,3.0,7.0,550,-0.7969046489200148,-0.8240011081903814,-0.9295942298714547
24,3.0,7.0,600,-0.8139736751211514,-0.8265675953084216,-0.7641721362957676
24,3.0,7.0,650,-0.8310672048158756,-0.8555324608239038,-0.7634065555857512
24,3.0,7.0,700,-1.0066565962178406,-0.8920740386003843,-1.0185770016965425
24,3.0,7.0,750,-1.0031162654857682,-1.0159256229995812,-0.8976625000994449
24,3.0,7.0,800,-1.3530783611947326,-0.9065317221179443,-0.8350577488408106
24,3.0,7.0,850,-1.0336874787750738,-0.9671608286348929,-0.8717644206693431
24,3.0,7.0,900,-1.071295129914932,-0.8674379543370804,
24,3.0,7.0,950,-0.8672309708823538,,
24,3.0,8.0,50,-1.7514685568752855,-1.676930439300608,-1.8480570083485344
24,3.0,8.0,100,-1.4868602438028253,-1.5419215066584324,-1.6486371992379705
24,3.0,8.0,150,-1.9409629510344377,-1.737730622894069,-1.5942932729494397
24,3.0,8.0,200,-1.272358133603239,-1.291872683452112,-1.5112051938012847
24,3.0,8.0,250,-1.076239569079539,-1.110146472882574,-1.2099465161580245
24,3.0,8.0,300,-1.0533140534631098,-1.069239621198736,-0.9476014563015909
24,3.0,8.0,350,-0.8932536196067402,-1.0556545937946153,-0.9417406548734969
24,3.0,8.0,400,-0.7989218223133242,-0.8629708077861807,-0.8284588112210411
24,3.0,8.0,450,-0.8732411053996285,-0.821766903344562,-1.0131910690045356
24,3.0,8.0,500,-0.6561458577706093,-0.8960875877440595,-0.7620569063837456
24,3.0,8.0,550,-0.7341429212285309,-0.6998652630985176,-0.7519671860794123
24,3.0,8.0,600,-0.8354648303983203,-0.7939823174903884,-0.7788389214949949
24,3.0,8.0,650,-0.8383336716017685,-0.6882466548033271,-0.8226010631849189
24,3.0,8.0,700,-0.8020778172552305,-0.8307827162713678,-0.6985400303164165
24,3.0,8.0,750,-0.9100004930457405,-1.1836298125471196,-1.063008085620115
24,3.0,8.0,800,-0.9964503881953805,-0.9828096524757571,-0.7465475862534617
24,3.0,8.0,850,-0.6990117540157981,-0.6600429095923909,-0.6695572797379787
24,3.0,8.0,900,-0.5654975290513474,-0.7408391453775292,
24,3.0,8.0,950,-0.7069139019658947,,
24,3.0,9.0,50,-1.6402232468791782,-1.6488392502919909,-1.5796693089918938
24,3.0,9.0,100,-0.9401182555353478,-0.9127952430276899,-0.8462154102886429
24,3.0,9.0,150,-0.8970160156294902,-1.0289651579869725,-0.8617777748390121
24,3.0,9.0,200,-0.8225812512116427,-0.7913576544848562,-0.9452129904563498
24,3.0,9.0,250,-0.8518550564926836,-0.7761970631580563,-0.7647812134935099
24,3.0,9.0,300,-1.317670594348639,-1.0074829850022575,-1.0086728071221955
24,3.0,9.0,350,-0.7261038997043292,-0.7312901339320897,-0.9437204609458464
24,3.0,9.0,400,-0.9395723202247734,-0.9067732563858673,-0.8682772402103367
24,3.0,9.0,450,-0.7897521226000397,-0.7252670039595739,-0.7761760024975138
24,3.0,9.0,500,-0.7083410720738004,-0.7425233132346829,-0.6936479702603513
24,3.0,9.0,550,-0.691144053455354,-0.8031124081790485,-0.7404466112080368
24,3.0,9.0,600,-0.6928985524058545,-0.7508664117049713,-0.6241329498293857
24,3.0,9.0,650,-0.7137212591847983,-0.8087647029670298,-0.7638814384135459
24,3.0,9.0,700,-0.7114753828546818,-0.7293987107548546,-0.665596041129709
24,3.0,9.0,750,-0.6879818617616209,-0.6921241733365735,-0.6859047911602915
24,3.0,9.0,800,-0.6800241295995738,-0.6495696619452307,-0.7345250924855398
24,3.0,9.0,850,-0.7784084009144321,-0.7050916278209814,-0.683798474542093
24,3.0,9.0,900,-0.8359688024665549,-0.6536487422545625,
24,3.0,9.0,950,-0.6293497687643974,,
24,3.0,10.0,50,-1.071632429220386,-1.2314972634512271,-1.1477648408037675
24,3.0,10.0,100,-1.0123282451946742,-1.0662072278899715,-1.1009649995806634
24,3.0,10.0,150,-1.6688604810476884,-1.1620553239790774,-1.0834116312317075
24,3.0,10.0,200,-1.3806255126753895,-0.9426782384734783,-0.9976594061291398
24,3.0,10.0,250,-0.8475679791434041,-0.8943074593269481,-0.7612051400386554
24,3.0,10.0,300,-0.8404092267841008,-0.8661964926318396,-0.9005963759157456
24,3.0,10.0,350,-1.009986701302756,-0.7946324886537144,-0.9010228753999853
24,3.0,10.0,400,-0.9751026335680181,-0.8124998007627362,-1.073837349565728
24,3.0,10.0,450,-0.7599077501487108,-0.7251460380099636,-0.7331882851199114
24,3.0,10.0,500,-0.7347648561911544,-0.7663889798187925,-0.7107433142190757
24,3.0,10.0,550,-0.7285639062416959,-0.7350466169725275,-0.8333733575373758
24,3.0,10.0,600,-0.768554176352679,-0.6949222845495624,-0.7084692029017009
24,3.0,10.0,650,-0.7756614663632264,-0.7326361719427132,-0.7186484698880644
24,3.0,10.0,700,-0.8241835067831169,-0.8739687207989909,-0.9151007574158855
24,3.0,10.0,750,-0.852223532332354,-0.7742567231173564,-0.8265640796966995
24,3.0,10.0,800,-0.7870119479090167,-0.8070959970038057,-0.6967823986530034
24,3.0,10.0,850,-0.8270627777605348,-0.7941818824247001,-0.5539222221729028
24,3.0,10.0,900,-0.6940722297839202,-0.5523855057877654,
24,3.0,10.0,950,-0.5126488645350558,,
24,3.0,11.0,50,-1.6586779597441208,-1.6118367930763762,-1.7252238032147253
24,3.0,11.0,100,-1.1052454286928473,-1.2636424605801995,-1.22584575381955
24,3.0,11.0,150,-1.0391134842428673,-1.0901577667361464,-1.0813233904785504
24,3.0,11.0,200,-1.2824466975788684,-1.3575999111629333,-1.1854642123983952
24,3.0,11.0,250,-1.0311386126981128,-1.0295527682844836,-1.0073111651576119
24,3.0,11.0,300,-1.0839405266746214,-1.0076110701865408,-0.8905434353180849
24,3.0,11.0,350,-1.0342635701522993,-0.9253689920735897,-0.9960126173711132
24,3.0,11.0,400,-1.1066431556450433,-1.3770081015436586,-1.371652005023855
24,3.0,11.0,450,-0.9592335317230615,-0.7314280568018389,-0.8461979429743584
24,3.0,11.0,500,-0.7998234045870378,-0.9071358557529143,-1.0246223812315818
24,3.0,11.0,550,-0.7877769611280709,-0.8463900919775768,-0.9313823534071695
24,3.0,11.0,600,-1.4810419769126375,-1.312367327137951,-1.8368473705904387
24,3.0,11.0,650,-1.0919367606061754,-1.6050006230956106,-0.8410746285297218
24,3.0,11.0,700,-1.1653704132052545,-1.0427268998187553,-1.7624747074652727
24,3.0,11.0,750,-1.1035212003747212,-1.1234057049966393,-1.0427390296881072
24,3.0,11.0,800,-1.250318795632383,-0.9655687928644038,-0.68043321852003
24,3.0,11.0,850,-0.9664075005728491,-0.8098138889326026,-0.594776472591439
24,3.0,11.0,900,-0.6607141759162363,-0.6392797788520812,
24,3.0,11.0,950,-0.5559296859719648,,
24,3.0,12.0,50,-1.5684069648887151,-1.3791552053451017,-1.7967666225355732
24,3.0,12.0,100,-0.9922837234411894,-0.8901184156586275,-1.3204670724675869
24,3.0,12.0,150,-0.9362485749636843,-0.8769722038800638,-0.9648606154418915
24,3.0,12.0,200,-0.8079137636018215,-0.8396782995332558,-0.8813821700707735
24,3.0,12.0,250,-0.8382225259968958,-0.7619021860074227,-0.8889607074469128
24,3.0,12.0,300,-0.762103870590517,-0.8762422519865432,-0.7696497136366062
24,3.0,12.0,350,-0.9148523302308692,-0.9062720654026217,-1.1375123680702937
24,3.0,12.0,400,-0.9079341749323994,-1.3201914329756113,-0.8029691165338955
24,3.0,12.0,450,-1.0840369560884502,-0.7864595361432537,-1.0573593485332775
24,3.0,12.0,500,-0.9586298890420928,-0.9984733247862247,-0.9905926674583109
24,3.0,12.0,550,-1.029897476756543,-1.0822099292243408,-0.9492099898063767
24,3.0,12.0,600,-0.921492643003984,-0.8910224677296819,-0.9389362859141843
24,3.0,12.0,650,-0.9051936987209304,-0.8764150543937798,-0.8395697628209846
24,3.0,12.0,700,-0.8371814370120969,-0.8170872225760821,-0.8203382648510941
24,3.0,12.0,750,-0.7581726006262068,-0.7406786684091796,-0.7136630043443363
24,3.0,12.0,800,-0.7055386017348033,-0.761994220105451,-0.7770390126977804
24,3.0,12.0,850,-0.722523711811445,-0.6798725390327099,-0.7126046012247184
24,3.0,12.0,900,-0.7799295504777759,-0.7035964007933864,
24,3.0,12.0,950,-0.6963217551821864,,
24,3.0,13.0,50,-1.4870126095686687,-1.1513885952358835,-1.4359336510874214
24,3.0,13.0,100,-1.1709209003382801,-0.9599115295723927,-1.0114405891305935
24,3.0,13.0,150,-1.2130891382329176,-1.0018177641880353,-1.4362118305752043
24,3.0,13.0,200,-0.9982160970808388,-1.5659591523448895,-1.1401857275304423
24,3.0,13.0,250,-0.8614744422922087,-1.9488176724212674,-1.0629978733010133
24,3.0,13.0,300,-0.8447151931539385,-0.8422613869883934,-0.7790675246327052
24,3.0,13.0,350,-0.8810133147645174,-0.7655564947750844,-0.8343527040044264
24,3.0,13.0,400,-0.7507890116383654,-0.889810025520129,-0.802916686308331
24,3.0,13.0,450,-0.8656632146803065,-0.7023729445658647,-0.8346581902395828
24,3.0,13.0,500,-0.7090365600954218,-0.8244754969881075,-0.7667267700346343
24,3.0,13.0,550,-0.6910981568470568,-0.653013387632606,-0.7392018817475786
24,3.0,13.0,600,-0.7814683614411293,-0.8803335426180812,-0.7112657482513747
24,3.0,13.0,650,-0.8985868971246951,-0.9757109607846219,-0.8453695761341148
24,3.0,13.0,700,-0.7481780635792133,-0.7575476589811418,-0.7777465683443201
24,3.0,13.0,750,-0.7645347103338981,-1.0240245574200608,-0.7745046769584111
24,3.0,13.0,800,-0.8537017423070565,-0.7461380555820785,-0.6756091385290554
24,3.0,13.0,850,-0.8461820183228476,-0.8414558306637246,-0.7086426810944809
24,3.0,13.0,900,-0.8563335956096222,-0.7025590802318104,
24,3.0,13.0,950,-0.6559110802751527,,
24,3.0,14.0,50,-1.3868543910184472,-1.138077179128858,-1.28690564164054
24,3.0,14.0,100,-1.5958183668654613,-1.9887688566998438,-1.853588236458459
24,3.0,14.0,150,-1.1335079923894977,-0.8810751834452344,-1.040214867940205
24,3.0,14.0,200,-0.8747511655522685,-0.8983732355206492,-0.9584479563878538
24,3.0,14.0,250,-0.8092480103576867,-0.8194629374385836,-0.7687676531339251
24,3.0,14.0,300,-0.7954850034716078,-0.8675089718113808,-0.8706761548790743
24,3.0,14.0,350,-0.8915891222770204,-0.7840971412392063,-0.7904146176196968
24,3.0,14.0,400,-0.8404595724908426,-0.9023746913055176,-0.8012197367357489
24,3.0,14.0,450,-0.7877929046475135,-0.7569325789443371,-0.7332818087923516
24,3.0,14.0,500,-0.7532503938951937,-0.8448226239603548,-0.7870720572586862
24,3.0,14.0,550,-0.7597934421708838,-0.763450943788175,-0.8126815001725077
24,3.0,14.0,600,-0.7713443174565617,-0.8132937288346914,-0.7937150656462185
24,3.0,14.0,650,-0.9134684647730831,-0.9629536649513512,-0.861148199697012
24,3.0,14.0,700,-0.8659359979746893,-0.8743377401527359,-0.8679546677807275
24,3.0,14.0,750,-0.9332700343886166,-0.9160283441851398,-0.8544771780436555
24,3.0,14.0,800,-0.7574853440884615,-0.8043212555524669,-0.8345428078455231
24,3.0,14.0,850,-1.025383428886859,-0.9736258013458049,-0.8985170093781737
24,3.0,14.0,900,-1.2646617223215821,-0.9022540082035447,
24,3.0,14.0,950,-0.9382410046419606,,
24,3.0,15.0,50,-1.6821581838162514,-1.4396747797253366,-1.9741068097798924
24,3.0,15.0,100,-0.8901855036719922,-0.7394332468606332,-0.7735776887575911
24,3.0,15.0,150,-0.8705612169609005,-0.8020883882797967,-0.8863021493564025
24,3.0,15.0,200,-0.9841567220748261,-0.8345428018435942,-0.9533519426811883
24,3.0,15.0,250,-0.8412903190064013,-0.9057535538562059,-0.9089429213703433
24,3.0,15.0,300,-0.9015644315693205,-0.8595465593872695,-0.8218129402022405
24,3.0,15.0,350,-0.757407034050739,-0.8733632552800601,-0.7916315604800337
24,3.0,15.0,400,-0.8300971843012077,-0.7860283598458397,-0.7691662892427307
24,3.0,15.0,450,-0.8069070574910776,-0.7316790346077249,-0.7789063721717443
24,3.0,15.0,500,-0.7984310475639886,-0.7700344639281579,-0.7534756214987778
24,3.0,15.0,550,-0.7753362099552004,-0.7556490366495627,-0.7815783339676668
24,3.0,15.0,600,-0.7363661602903457,-0.7488117306774955,-0.7188512300379414
24,3.0,15.0,650,-0.8329789678331095,-0.8337539185681621,-0.8073858850021699
24,3.0,15.0,700,-0.728952400518675,-0.8312655308853317,-0.6911168758258801
24,3.0,15.0,750,-0.8545415204985617,-0.7242494868036324,-0.7502848968707193
24,3.0,15.0,800,-0.7272778310244272,-0.7967239987830178,-0.6552992680331268
24,3.0,15.0,850,-0.8103436005150593,-0.6454783155231902,-0.47017075644434164
24,3.0,15.0,900,-0.6673014573553666,-0.44897857998844953,
24,3.0,15.0,950,-0.4569840471855345,,
24,3.0,16.0,50,-1.946339505530544,-1.4070219033509979,-1.5247449488874987
24,3.0,16.0,100,-1.0908816610860737,-1.1239638059808168,-1.2373301460476218
24,3.0,16.0,150,-1.3147240749495204,-1.2389756782625225,-1.1809705099465013
24,3.0,16.0,200,-0.9221108884892976,-0.9030795746582347,-1.0187186218059394
24,3.0,16.0,250,-0.9357852937933993,-0.9652640977601845,-1.0117170350291516
24,3.0,16.0,300,-1.0282436268287733,-0.9821427171975001,-0.9213243836169991
24,3.0,16.0,350,-0.9331477774018543,-0.8803778772208491,-0.9905337423551642
24,3.0,16.0,400,-1.0070031715628018,-0.8165448693454276,-0.8423417696565092
24,3.0,16.0,450,-0.8087315422306509,-0.8044559062413299,-0.9045310412747204
24,3.0,16.0,500,-0.8945734926329961,-1.0686097134636814,-0.9243125663929439
24,3.0,16.0,550,-0.9279310112886978,-0.9623109529855086,-1.0778657650950898
24,3.0,16.0,600,-1.2430840066936863,-1.4004002586415947,-1.0016738271174663
24,3.0,16.0,650,-1.0585221733246883,-1.1855341681321874,-1.238612519442624
24,3.0,16.0,700,-1.0894958321314314,-1.1016031085652331,-1.1200103718241785
24,3.0,16.0,750,-1.1321927751488663,-1.1385877280511498,-1.064691885011896
24,3.0,16.0,800,-1.029608962889483,-0.9371637734938292,-0.7478397536100763
24,3.0,16.0,850,-0.9556912489669991,-0.8316206736361498,-0.6433471474783343
24,3.0,16.0,900,-0.7032779402792054,-0.6159752056537755,
24,3.0,16.0,950,-0.5356887965722037,,
24,3.0,17.0,50,-1.312685824577249,-1.1810505848337856,-1.3033622699646936
24,3.0,17.0,100,-0.834523458601053,-0.8393992554108812,-0.9458194548070152
24,3.0,17.0,150,-1.1359269964097125,-1.0219496701859767,-1.018751633147827
24,3.0,17.0,200,-0.833231121053197,-0.9925813027673821,-1.0008986286469552
24,3.0,17.0,250,-1.8658118127993244,-1.8350821636690555,-1.8780028726749707
24,3.0,17.0,300,-1.5301363845845457,-1.2201456674709865,-1.287742314288916
24,3.0,17.0,350,-0.9904716531160384,-1.220333340453563,-1.1074786755142523
24,3.0,17.0,400,-1.269817104601703,-1.4732670125633824,-0.9899841617647942
24,3.0,17.0,450,-0.9973741424151051,-0.9567032173455056,-1.144143915725869
24,3.0,17.0,500,-0.7668175873623274,-0.7182249620165526,-0.8215047369549182
24,3.0,17.0,550,-0.8268363043589797,-0.8908969220719282,-0.9654324222403998
24,3.0,17.0,600,-0.8601881420957014,-0.8971271963552716,-0.8023378127415538
24,3.0,17.0,650,-0.8719755032797386,-0.8706708873357173,-0.7949896883799267
24,3.0,17.0,700,-0.8282082737468592,-0.8343612605454047,-0.8878300236423683
24,3.0,17.0,750,-0.767859129466624,-0.745541922435399,-0.7338236605688203
24,3.0,17.0,800,-0.7422765310335347,-0.7771372507867145,-0.7237362966090197
24,3.0,17.0,850,-0.7527045292148439,-0.6914240574660708,-0.6669774188306422
24,3.0,17.0,900,-0.7394438900638622,-0.6665823839886861,
24,3.0,17.0,950,-0.6502250616275272,,
24,3.0,18.0,50,-1.578486932450992,-1.706820478711842,-1.5961723829948231
24,3.0,18.0,100,-0.9942121588536138,-1.1322133350895907,-1.1790785991006196
24,3.0,18.0,150,-1.570659660362698,-1.5964941403814539,-1.6072840586021468
24,3.0,18.0,200,-0.9024948186184641,-0.954614741540055,-1.0437835293309652
24,3.0,18.0,250,-1.1565761065947957,-1.2693365338591152,-1.0390180097748207
24,3.0,18.0,300,-1.4434048484723043,-1.0305125662707295,-1.0541501885558346
24,3.0,18.0,350,-1.0156425520305326,-1.0415145629662619,-0.9979503926934562
24,3.0,18.0,400,-1.0966860630133544,-1.2349514509842623,-1.1487159126165765
24,3.0,18.0,450,-1.043991127269379,-0.7724698023566378,-1.0914492414944665
24,3.0,18.0,500,-1.2636823422805623,-1.4519529933567634,-1.1078682213203028
24,3.0,18.0,550,-1.0366224131202375,-0.9224687916457363,-0.9531277036331942
24,3.0,18.0,600,-0.7808923548699375,-0.8773724376515281,-0.7099971186204492
24,3.0,18.0,650,-0.9149276810439807,-0.883826530288848,-0.9904908314147647
24,3.0,18.0,700,-0.7789122666116217,-0.6813028490632548,-0.9722503545878891
24,3.0,18.0,750,-0.9075688221053456,-1.054616159838867,-0.9279527397049886
24,3.0,18.0,800,-1.4354998055211527,-1.0049453905612113,-0.9005266943239315
24,3.0,18.0,850,-0.9861484205111484,-0.6700327080692622,-0.49423443504123826
24,3.0,18.0,900,-0.6681321158546593,-0.5354025022392804,
24,3.0,18.0,950,-0.6031276357954977,,
24,3.0,19.0,50,-1.4343652619015523,-1.7288475128256193,-2.0129439495148413
24,3.0,19.0,100,-1.7717091484514904,-1.4583957925261233,-1.827682682852889
24,3.0,19.0,150,-1.5158654803147371,-1.7865922025503247,-1.3418241866054397
24,3.0,19.0,200,-0.9355396316691222,-1.23776906006586,-1.1077777247001035
24,3.0,19.0,250,-0.8908787024713336,-0.8943372094659582,-0.9096742513214624
24,3.0,19.0,300,-0.9045832265479135,-0.883175569639193,-0.9695699500599784
24,3.0,19.0,350,-1.0555355088706642,-0.8676737338929814,-0.8410728586781232
24,3.0,19.0,400,-0.902743389759477,-0.948233389762607,-0.884838485985163
24,3.0,19.0,450,-0.9014657344276893,-0.7786546698119643,-0.7875428213877823
24,3.0,19.0,500,-0.8285954150351652,-0.8661349215043892,-0.8875676507191763
24,3.0,19.0,550,-0.9262035726077466,-0.8242753995269393,-0.9124741250695599
24,3.0,19.0,600,-0.7941310690599037,-0.8406317248252234,-0.9199633973735245
24,3.0,19.0,650,-1.102632954393399,-0.9679118093439792,-1.0192409914000204
24,3.0,19.0,700,-0.8573671792309236,-0.7684980092827591,-0.8185801732946949
24,3.0,19.0,750,-0.9884462837207081,-0.962739199364873,-0.9369119761594256
24,3.0,19.0,800,-0.9457092824358249,-1.1081706092082428,-0.945416008673322
24,3.0,19.0,850,-0.866098179190825,-0.8671486814016729,-0.8111052164526749
24,3.0,19.0,900,-0.9776645763330817,-0.8394739984026354,
24,3.0,19.0,950,-0.9045545278675102,,
24,4.0,0.0,50,-1.6043558410643015,-1.5994329147599726,-1.7281788086912617
24,4.0,0.0,100,-1.5458612670971819,-1.2145937285287647,-1.2288575487715068
24,4.0,0.0,150,-0.9273923735125819,-1.1507499834325514,-1.0431631911197163
24,4.0,0.0,200,-1.298079175434002,-1.5046355174950674,-1.2989080468295227
24,4.0,0.0,250,-0.9081720312247537,-1.0146594950483128,-0.9350975251189113
24,4.0,0.0,300,-0.914342205085285,-0.9225759211672836,-0.919955398486344
24,4.0,0.0,350,-0.9036307937638538,-0.8506306096111501,-0.9218822460689541
24,4.0,0.0,400,-0.8047709396232043,-0.9138862513567747,-1.056974089717118
24,4.0,0.0,450,-0.9597609721203382,-1.039190142388022,-0.9029509083600925
24,4.0,0.0,500,-0.9198950842912025,-0.876915762315269,-0.8675185439399368
24,4.0,0.0,550,-0.9248570587464112,-1.0800181146088745,-0.9358707230098421
24,4.0,0.0,600,-1.0669964966109389,-0.9569688264242433,-1.0255564720154666
24,4.0,0.0,650,-1.1299008436572693,-1.0749046765365364,-0.8633737032462665
24,4.0,0.0,700,-0.9865330777285682,-1.029260406709701,-0.9308362628478201
24,4.0,0.0,750,-0.9578666825177652,-0.9317676620769787,-0.8901310542672343
24,4.0,0.0,800,-1.0987050092950585,-1.137726042538283,-0.7943188294761421
24,4.0,0.0,850,-0.986534585399424,-0.7782713122758977,-0.5529969379205655
24,4.0,0.0,900,-0.6625096286173956,-0.5438000204306993,
24,4.0,0.0,950,-0.568651711508059,,
24,4.0,1.0,50,-0.8888790035632698,-1.2682480435124512,-1.2763437463092226
24,4.0,1.0,100,-1.760302494672512,-2.2892211713892094,-1.6889037997587821
24,4.0,1.0,150,-1.912984127623574,-1.6154720973308254,-1.6888791172005075
24,4.0,1.0,200,-1.5623547193194294,-1.400040850968995,-1.4246178291505358
24,4.0,1.0,250,-1.3168132654661435,-1.0280273396009856,-1.0350296048125738
24,4.0,1.0,300,-1.0845139804537183,-1.2237316988338836,-1.2056726173284995
24,4.0,1.0,350,-1.1629019255774162,-1.2385766193553684,-1.1506286265966128
24,4.0,1.0,400,-1.216870707195929,-1.407542839810958,-1.2527891011860492
24,4.0,1.0,450,-1.2552847529979978,-1.301240436814987,-1.308096527252591
24,4.0,1.0,500,-1.3656007317467125,-1.4332798626774272,-1.2360033534625532
24,4.0,1.0,550,-1.425490698902287,-1.3315262540134492,-1.3442318140753016
24,4.0,1.0,600,-1.512219491081794,-1.4677565556784058,-1.3225214132693073
24,4.0,1.0,650,-1.2548744781463004,-1.174201262105677,-1.265407424544342
24,4.0,1.0,700,-1.2588271844915522,-1.082260434666532,-1.1661455018038758
24,4.0,1.0,750,-0.9786253927966142,-0.9565608635610595,-0.9374862324094215
24,4.0,1.0,800,-0.9191792567518418,-1.0152723205148482,-0.7510990209635582
24,4.0,1.0,850,-1.0445043817488744,-0.8470363314233263,-0.5693603443473528
24,4.0,1.0,900,-0.8580718258439883,-0.6068612502185105,
24,4.0,1.0,950,-0.6351230163974492,,
24,4.0,2.0,50,-2.391723944586992,-2.4412896153848633,-1.8962015731167536
24,4.0,2.0,100,-1.8179551141977697,-1.562841788861117,-1.409325262957664
24,4.0,2.0,150,-1.2212578730546437,-1.1628909477332308,-1.1987098077037437
24,4.0,2.0,200,-1.5003509769599692,-1.2808477393402133,-1.5698128451172757
24,4.0,2.0,250,-1.2223887961601134,-1.1134605944562173,-1.2603095554399164
24,4.0,2.0,300,-1.0249871133827273,-1.2923182767493548,-1.2301038301773948
24,4.0,2.0,350,-1.4657604050169288,-1.0476970193656008,-1.1537292758598816
24,4.0,2.0,400,-1.2013237958562768,-1.202763844591223,-1.3328446731056496
24,4.0,2.0,450,-1.1337489664081704,-1.1291958188948163,-1.1805142189635756
24,4.0,2.0,500,-0.999899499446498,-1.111766304776904,-1.0357008177763536
24,4.0,2.0,550,-1.1935700686935609,-1.2377243894475278,-1.1355554110009114
24,4.0,2.0,600,-1.1169946389652294,-1.1672206911690062,-1.0506756931213188
24,4.0,2.0,650,-1.1709000558208096,-1.2147420350331941,-1.2111887299570987
24,4.0,2.0,700,-1.2351500867710115,-1.1858207417570112,-0.9615225335437491
24,4.0,2.0,750,-1.1569244329761912,-1.10458302777795,-1.11094701517173
24,4.0,2.0,800,-1.1185353623622496,-1.19315889263447,-0.7179697751760418
24,4.0,2.0,850,-1.1037107808315787,-0.7330662949525593,-0.6114556823253849
24,4.0,2.0,900,-0.6980404350209105,-0.5958091585724903,
24,4.0,2.0,950,-0.5700678407510522,,
24,4.0,3.0,50,-3.0110082594795626,-3.2363722612083254,-2.690991857630251
24,4.0,3.0,100,-3.0913141706963936,-3.4256322004131814,-3.257776299217549
24,4.0,3.0,150,-1.310068651123247,-1.0333536123182532,-1.0019689202690334
24,4.0,3.0,200,-1.3992251766804626,-1.6354647228451205,-1.2437810773701665
24,4.0,3.0,250,-0.8743643427616669,-2.1454115680674395,-1.6019861090698866
24,4.0,3.0,300,-0.8024975388090764,-0.8299597904325569,-0.7999620499400375
24,4.0,3.0,350,-1.3030980062544488,-0.725446952536253,-0.7297244728357999
24,4.0,3.0,400,-0.8932997329534437,-0.945238199187953,-0.858087045438077
24,4.0,3.0,450,-0.7881899174907843,-0.7470131668713142,-0.7848215204696084
24,4.0,3.0,500,-0.8031225778653452,-0.7852527281725361,-0.9897327078175894
24,4.0,3.0,550,-0.860214608125966,-0.9172501651473937,-0.8009400132326072
24,4.0,3.0,600,-0.9164790537807328,-0.8105399857268114,-0.7736011614463696
24,4.0,3.0,650,-0.9254575249051075,-0.9076083660112806,-0.9681052491871187
24,4.0,3.0,700,-0.8861825639807763,-1.032451575831666,-0.7556224425340926
24,4.0,3.0,750,-1.340878340136648,-1.3789630833914481,-1.6067411201993476
24,4.0,3.0,800,-1.4791132185415543,-0.9405661200973928,-0.8240392673241382
24,4.0,3.0,850,-0.7866191586729778,-0.7085775334645564,-0.5578589351183125
24,4.0,3.0,900,-0.7301883669808831,-0.49787219143169875,
24,4.0,3.0,950,-0.554826558734559,,
24,4.0,4.0,50,-1.0846560252027737,-1.3429743668597554,-1.2195249078541852
24,4.0,4.0,100,-0.8823428341204197,-0.9242429070317003,-0.8056931082413036
24,4.0,4.0,150,-1.5954798835204331,-1.1904848423677272,-1.316541686260622
24,4.0,4.0,200,-1.3608761457166683,-1.1799667941766547,-1.3735659930947097
