fid,iid,rep,VBS,Static B150,Lookahead 0,Lookahead 10,Lookahead 20
3,7,15,1.9899632042388904,2.9853207885691546,2.9848771712800968,4.974790247647484,2.9848771712800968
3,7,16,4.97489115184387,7.959662392372301,7.959662392372301,7.960568105904663,7.959662381108323
3,7,17,1.989918114186629,6.964708361834063,6.035789617704275,4.974790247647558,4.974790247647558
3,7,18,3.979831190554279,5.981933364454068,9.949580495294915,18.552937876796243,9.949580495294832
3,7,19,0.0265568548305026,2.984877378162913,0.994959057093439,0.9949590570934248,0.9949590570934248
4,6,0,18.96068357640752,25.880399928847737,30.84359433868952,30.84359433868952,30.84359433868952
4,6,1,3.9906906263972814,14.924350551058524,14.927968188777754,14.924350546806863,14.924350546806863
4,6,2,6.044037620232189,7.558750336367325,17.909222679691652,17.909222679691652,17.909222679691652
4,6,3,2.984877171479297,8.053347784867924,6.966011908589167,6.966011908589167,6.966011908589167
4,6,4,10.38507572888659,12.938059588737133,15.988700024280432,21.889053870635507,21.889053870635507
4,6,5,4.480930250228425,6.9957860475037705,5.974508538845157,5.974508538845157,5.974508538845157
4,6,6,7.959667418927438,7.961386302711276,9.94958049529498,9.957947745033266,9.957947745033266
4,6,7,2.9848771712800044,6.964708361907356,2.9848771712800044,2.9848771712800044,2.9848771712800044
4,6,8,4.9747952854664845,8.76017375327126,4.981974729262674,4.981974729262674,4.981974729262674
4,6,9,1.9899181141867075,5.203853907221969,5.971508403389407,2.990478754868945,6.964708361834141
4,6,10,7.07956560809464,8.954621438202821,12.942264525988094,12.942264525988094,12.942264525988094
4,6,11,7.239355129992646,7.993395720202102,10.036752953585848,9.79400361614114,8.95657099392406
4,6,12,5.038112484187536,5.051245077999283,5.969754778865536,5.969754778865536,5.969749304741072
4,6,13,2.9848771712800044,7.161135872663976,2.9873022795342195,2.9873022795342195,2.9873022795342195
4,6,14,4.974790964015142,21.890277611572287,5.980682836388269,6.964708911932121,5.9835798991340425
4,6,15,3.010848798025336,10.944539554345395,10.989475651270824,10.989475651270824,10.944539552388164
4,6,16,15.010872770536594,15.010872770536594,18.90412096374166,18.904120963741548,18.90412096374166
4,6,17,2.999046083450025,3.979836228473573,3.979836228473573,3.979836228473573,3.979836228473573
4,6,18,3.9798362294587832,6.969970751101641,7.959667421442646,7.959667419308744,10.94453955850804
4,6,19,5.969749484332397,8.954623131811786,9.949580515256685,6.084214284970017,9.950392691119871
4,7,0,5.114094461842637,22.883952154439537,22.88395215429568,22.88395215429566,22.88395215429566
4,7,1,5.969749305482232,7.990435500947999,9.9495804963136,9.9495804963136,9.9495804963136
4,7,2,5.982911454020574,13.929411685946164,8.970416985635513,10.124227361475256,8.970416985635513
4,7,3,7.0804314775446,14.943123033813167,14.943123033813167,14.943123033813167,14.943123033813167
4,7,4,5.974161281804648,6.964708361834106,9.949580495294889,9.949580495294889,9.949580495294882
4,7,5,5.969749307228341,8.959333401855979,9.090876680275787,8.954621461854597,9.060660523021312
4,7,6,8.99353890963647,36.81333860561189,32.833507415057134,32.83350746791665,32.83350741505714
4,7,7,1.1051152403583515,1.1051152403583515,13.92941169207548,13.929411685849026,13.92941169207548
4,7,8,4.364369527275862,16.91426362259562,17.91816571800672,8.956814924510162,17.91816571800672
4,7,9,4.980953675402141,6.972162904877546,9.949580497764508,9.949580497764508,9.949580497764508
4,7,10,6.96470836185085,7.534538088282989,7.959667418927502,7.959667418927502,8.035084873888007
4,7,11,7.035137689994148,9.949580495751931,8.956485600016904,9.949580495294915,9.949580495294915
4,7,12,8.095531833058438,16.914283820224455,16.914283819309993,16.914283819309993,16.914283819309993
4,7,13,4.974802681913118,16.91492813967863,16.914202849554957,16.914202849554982,16.914202849554982
4,7,14,9.94965185388804,17.90922267968873,10.08575761374174,10.026560158464804,10.026560158464804
4,7,15,6.039449238393846,7.993502298136789,9.94958050133571,9.94958050133571,9.94958050133571
4,7,16,4.977829950314316,4.977829950314316,8.456847242053406,6.943872209134199,8.456847242053406
4,7,17,3.979838610044915,9.94958049529496,3.979838610044915,3.979838610044915,9.949580500780616
4,7,18,5.970798199379221,6.964708467830349,6.964708467830349,6.964708467830349,6.964708467830349
4,7,19,4.3409147159340975,13.929391599736771,13.933114076680717,13.933114076680717,13.933114076680717
5,6,0,0.0,0.0,0.0,0.0,0.0
5,6,1,0.0,0.0,0.0,0.0,0.0
5,6,2,0.0,0.0,0.0,0.0,0.0
5,6,3,0.0,0.0,0.0,0.0,0.0
5,6,4,0.0,0.0,0.0,0.0,0.0
5,6,5,0.0,0.0,0.0,0.0,0.0
5,6,6,0.0,0.0,0.0,0.0,0.0
5,6,7,0.0,0.0,0.0,0.0,0.0
5,6,8,0.0,0.0,0.0,0.0,0.0
5,6,9,0.0,0.0,0.0,0.0,0.0
5,6,10,0.0,0.0,0.0,0.0,0.0
5,6,11,0.0,0.0,0.0,0.0,0.0
5,6,12,0.0,0.0,0.0,0.0,0.0
5,6,13,0.0,0.0,0.0,0.0,0.0
5,6,14,0.0,0.0,0.0,0.0,0.0
5,6,15,0.0,0.0,0.0,0.0,0.0
5,6,16,0.0,0.0,0.0,0.0,0.0
5,6,17,0.0,0.0,0.0,0.0,0.0
5,6,18,0.0,0.0,0.0,0.0,0.0
5,6,19,0.0,0.0,0.0,0.0,0.0
5,7,0,0.0,0.0,0.0,0.0,0.0
5,7,1,0.0,0.0,0.0,0.0,0.0
5,7,2,0.0,0.0,0.0,0.0,0.0
5,7,3,0.0,0.0,0.0,0.0,0.0
5,7,4,0.0,0.0,0.0,0.0,0.0
5,7,5,0.0,0.0,0.0,0.0,0.0
5,7,6,0.0,0.0,0.0,0.0,0.0
5,7,7,0.0,0.0,0.0,0.0,0.0
5,7,8,0.0,0.0,0.0,0.0,0.0
5,7,9,0.0,0.0,0.0,0.0,0.0
5,7,10,0.0,0.0,0.0,0.0,0.0
5,7,11,0.0,0.0,0.0,0.0,0.0
5,7,12,0.0,0.0,0.0,0.0,0.0
5,7,13,0.0,0.0,0.0,0.0,0.0
5,7,14,0.0,0.0,0.0,0.0,0.0
5,7,15,0.0,0.0,0.0,0.0,0.0
5,7,16,0.0,0.0,0.0,0.0,0.0
5,7,17,0.0,0.0,0.0,0.0,0.0
5,7,18,0.0,0.0,0.0,0.0,0.0
5,7,19,0.0,0.0,0.0,0.0,0.0
6,6,0,3.062776698925518e-09,8.000419882137066e-09,3.024476669111209e-08,8.000419882137066e-09,3.024476669111209e-08
6,6,1,1.0791723070724402e-08,1.1488932827319333e-07,1.1488932827319333e-07,1.1488932827319333e-07,1.1488932827319333e-07
6,6,2,6.117950590578403e-10,2.82937753013357e-05,2.82937753013357e-05,2.82937753013357e-05,1.904538393660005e-07
6,6,3,1.0588085075369236e-08,3.3147253297727275e-06,3.1007527390158884e-06,3.3147253297727275e-06,3.1007527390158884e-06
6,6,4,1.8019399306012927e-09,0.0001181798494584,0.0001181798494584,0.0001181798494584,0.0001181798494584
6,6,5,5.880099962496388e-09,5.186495322107021e-07,2.674213053666108e-06,2.674213053666108e-06,5.186495322107021e-07
6,6,6,3.2325644383490726e-09,9.738926465274744e-08,2.051914265166488e-05,2.051914265166488e-05,9.738926465274744e-08
6,6,7,4.0727954342401047e-10,4.0727954342401047e-10,4.0727954342401047e-10,4.0727954342401047e-10,4.0727954342401047e-10
6,6,8,1.0296184527192056e-07,5.164434533355688e-07,5.164434533355688e-07,5.164434533355688e-07,5.164434533355688e-07
6,6,9,3.299587802985116e-08,2.702050032610259e-07,2.702050032610259e-07,2.985575755687364e-05,2.702050032610259e-07
6,6,10,9.9307229106671e-10,1.875972856169028e-06,6.205915781265503e-09,6.205915781265503e-09,6.205915781265503e-09
6,6,11,6.057461732211777e-08,6.057461732211777e-08,1.1913475361780006e-07,1.1913475361780006e-07,6.057461732211777e-08
6,6,12,2.9886162877801326e-08,5.419205820089701e-06,5.419205820089701e-06,5.419205820089701e-06,5.419205820089701e-06
6,6,13,5.42980771456314e-08,9.108080121222885e-07,9.108080121222885e-07,9.108080121222885e-07,5.42980771456314e-08
6,6,14,7.39643368774523e-09,1.4194670789891006e-06,2.9989892631476778e-06,2.9989892631476778e-06,2.9989892631476778e-06
6,6,15,5.751012110977172e-09,5.751012110977172e-09,1.2252794334699502e-08,1.2252794334699502e-08,1.2252794334699502e-08
6,6,16,3.4194869158454816e-10,3.4194869158454816e-10,3.4194869158454816e-10,0.0001370251690211,0.0001370251690211
6,6,17,6.128075824562984e-09,1.8935594425784075e-08,1.8935594425784075e-08,1.8935594425784075e-08,1.8935594425784075e-08
6,6,18,1.115386893957293e-08,1.8998652002721883e-06,1.8998652002721883e-06,1.5664947525806383e-06,1.5664947525806383e-06
6,6,19,1.0074270306859034e-07,2.655396304618307e-06,1.0434275310444718e-07,1.0434275310444718e-07,1.0434275310444718e-07
6,7,0,1.804790201731521e-07,1.804790201731521e-07,1.3509341272310849e-06,6.36346644000696e-06,1.3509341272310849e-06
6,7,1,1.1623484397205177e-08,1.1623484397205177e-08,0.0011321018479577,0.0011321018479577,0.0011321018479577
6,7,2,5.8884950249193935e-09,1.0927766425083973e-07,8.490309255648756e-08,8.490309255648756e-08,8.490309255648756e-08
6,7,3,7.477751751139293e-11,1.659017982547084e-06,7.477751751139293e-11,7.477751751139293e-11,7.477751751139293e-11
6,7,4,1.3159251466277055e-11,0.0001031788427781,1.6977630536985089e-06,1.6977630536985089e-06,1.6977630536985089e-06
6,7,5,6.07084302828298e-08,1.5386470408884636e-07,2.3390037995341125e-07,2.3390037995341125e-07,2.3390037995341125e-07
6,7,6,1.1675638234009966e-10,1.977912802431092e-07,1.977912802431092e-07,1.977912802431092e-07,1.977912802431092e-07
6,7,7,1.1148699741170276e-09,1.6722956104331388e-06,1.6722956104331388e-06,1.1148699741170276e-09,1.6722956104331388e-06
6,7,8,2.961077996133099e-07,0.0025164815470191,6.53251592552806e-06,6.53251592552806e-06,6.53251592552806e-06
6,7,9,2.1208592215771205e-08,1.467914927388847e-06,6.502970677502162e-07,6.502970677502162e-07,6.502970677502162e-07
6,7,10,5.899323696212377e-09,1.885379035115875e-05,1.885379035115875e-05,1.885379035115875e-05,1.885379035115875e-05
6,7,11,1.487478584749624e-09,1.5123248431336833e-08,1.01048271972104e-07,1.487478584749624e-09,1.01048271972104e-07
6,7,12,5.384777068684341e-10,1.6343124968898335e-06,1.6343124968898335e-06,1.6343124968898335e-06,1.6343124968898335e-06
6,7,13,1.838641026097321e-07,8.885466030505995e-06,0.0001243534152592,8.885466030505995e-06,8.885466030505995e-06
6,7,14,4.9788127398642246e-08,4.9788127398642246e-08,4.9788127398642246e-08,4.9788127398642246e-08,4.9788127398642246e-08
6,7,15,1.6277112990792375e-10,5.996582947886964e-05,5.996582947886964e-05,5.996582947886964e-05,5.996582947886964e-05
6,7,16,3.811265969488886e-09,3.811265969488886e-09,3.811265969488886e-09,3.811265969488886e-09,1.3733057357967482e-08
6,7,17,6.524061291202088e-09,6.524061291202088e-09,2.1450574649861665e-07,2.1450574649861665e-07,2.1450574649861665e-07
6,7,18,5.0960125008714385e-11,5.0960125008714385e-11,5.0960125008714385e-11,5.0960125008714385e-11,5.0960125008714385e-11
6,7,19,6.8098415795248e-10,6.8098415795248e-10,8.099375747860904e-07,8.099375747860904e-07,8.099375747860904e-07
7,6,0,0.0105887493966463,9.709730925911302,9.709730925911302,9.709730925911302,9.709730925911302
7,6,1,0.0,0.0,0.0,0.0,0.0
7,6,2,0.0,0.7177221998805976,0.0124207742173965,0.7177221998805976,0.7177221998805976
7,6,3,0.0,0.0081037481372092,0.0,0.0081037481372092,0.0081037481372092
7,6,4,0.0,0.7177221998805976,0.0119117062887355,0.7177221998805976,0.7177221998805976
7,6,5,0.0,7.620849685020325,0.0,0.0,0.0
7,6,6,0.0,0.7177221998805976,0.7177221998805976,0.7177221998805976,0.7177221998805976
7,6,7,0.0105887493966463,0.7177221998805976,1.1590390710504934,1.1590390710504934,2.184855799298532
7,6,8,0.0105887493966463,0.3075542473668307,0.2738816168625533,0.2738816168625533,0.2738816168625533
7,6,9,0.0584779813417952,1.1816778497443463,1.1590390710504934,1.1590390710504934,1.1816778497443463
7,6,10,0.0081037481372092,2.650590082467808,1.3635076594805184,1.3635076594805184,1.3635076594805184
7,6,11,0.0119117062887355,0.7177221998805976,0.7177221998805976,0.7177221998805976,0.7177221998805976
7,6,12,0.0,1.9396161267627363,0.0,0.0,0.0
7,6,13,0.0136350765948023,0.7177221998805976,0.7177221998805976,0.7177221998805976,0.7177221998805976
7,6,14,0.0,1.3635076594805184,1.1590390710504934,1.1590390710504934,1.1590390710504934
7,6,15,0.2738816168625533,1.2059766384624098,0.977722545802493,0.977722545802493,0.977722545802493
7,6,16,0.0,0.7177221998805976,0.7177221998805976,0.7177221998805976,0.7177221998805976
7,6,17,0.0,1.3830464112455871,0.3779380587743404,0.2786672225143078,0.2786672225143078
7,6,18,0.0,1.2059766384624098,0.7177221998805976,0.7177221998805976,0.7177221998805976
7,6,19,0.0,0.0,2.427432731477829,2.427432731477829,2.427432731477829
7,7,0,0.1397816512629361,0.6498299610419025,0.5577429082821084,0.6498299610419025,0.6498299610419025
7,7,1,0.0085905061012709,0.9135028359666392,0.5577429082821084,0.5577429082821084,0.5577429082821084
7,7,2,0.1397816512629361,0.4209863081382394,0.1573451265248167,0.4209863081382394,0.4209863081382394
7,7,3,0.0,0.5811295366153928,0.5811295366153928,0.5811295366153928,0.5811295366153928
7,7,4,0.0085905061012709,1.9031301745180256,0.8380987671540083,0.8380987671540083,1.9031301745180256
7,7,5,0.0161019466708012,2.2274871834238184,1.20643904632648,1.20643904632648,1.20643904632648
7,7,6,0.1397816512629361,0.5811295366153928,0.6498299610419025,0.6498299610419025,0.6498299610419025
7,7,7,0.0085905061012709,0.1559056425649174,0.1463285080560012,0.1463285080560012,0.1463285080560012
7,7,8,0.0,0.0,0.0,0.0,0.0
7,7,9,0.0084763137705436,0.9891635420432578,0.9891635420432578,0.9891635420432578,0.9891635420432578
7,7,10,0.0127090822056175,1.48244561486851,1.48244561486851,0.5811295366153928,1.0646018346355106
7,7,11,0.0,0.0,0.0,0.0,0.0
7,7,12,0.0122649271971226,0.1700005054317444,0.1397816512629361,0.1700005054317444,0.1700005054317444
7,7,13,0.0,2.3152950832483583,2.3152950832483583,2.3152950832483583,2.3152950832483583
7,7,14,0.0,0.6498299610419025,0.0,0.0,0.0
7,7,15,0.3216958335753048,0.6498299610419025,0.6775287074181193,0.6775287074181193,0.6775287074181193
7,7,16,0.0100676098809202,0.1397816512629361,0.1397816512629361,0.1397816512629361,0.1397816512629361
7,7,17,0.0084763137705436,8.0923872445902,8.0923872445902,8.0923872445902,8.0923872445902
7,7,18,0.5577429082821084,1.20643904632648,0.6498299610419025,0.6498299610419025,0.6498299610419025
7,7,19,0.0223097163312786,0.5577429082821084,1.20643904632648,1.20643904632648,1.20643904632648
8,6,0,5.1670667744474486e-11,3.930839434152972,3.930839434160248,3.930839434160248,3.930839434160248
8,6,1,9.663381206337364e-12,9.663381206337364e-12,3.8198777474462986e-11,5.934452929068357e-11,3.8198777474462986e-11
8,6,2,1.0118128557223828e-11,2.0861534721916535e-11,3.0581759347114706e-11,3.0581759347114706e-11,3.0581759347114706e-11
8,6,3,3.979039320256561e-12,3.8824055081931874e-11,2.944489096989855e-11,1.898570189950988e-11,3.2798652682686225e-11
8,6,4,4.206412995699793e-12,4.206412995699793e-12,1.0004441719502207e-11,1.0004441719502207e-11,3.2571279007242986e-11
8,6,5,7.560174708487466e-12,3.666400516522117e-11,7.560174708487466e-12,7.560174708487466e-12,7.560174708487466e-12
8,6,6,1.1368683772161605e-13,2.614797267597169e-12,1.1368683772161605e-13,1.2391865311656147e-11,1.2391865311656147e-11
8,6,7,1.2164491636212915e-11,7.946709956740959e-11,3.149125404888764e-11,3.149125404888764e-11,3.149125404888764e-11
8,6,8,1.7053025658242404e-11,1.7053025658242404e-11,4.8032688937382766e-11,3.694822225952521e-11,1.7053025658242404e-11
8,6,9,9.379164112033322e-12,1.813305061659776e-11,3.6550318327499554e-11,3.6550318327499554e-11,3.6550318327499554e-11
8,6,10,1.2164491636212915e-11,2.4385826691286638e-11,2.4385826691286638e-11,9.043787940754555e-11,2.4385826691286638e-11
8,6,11,6.59383658785373e-12,2.6432189770275727e-11,4.0472514228895307e-11,3.1946001399774104e-11,2.819433575496077e-11
8,6,12,5.684341886080804e-14,4.263256414560601e-11,4.314415491535328e-11,4.314415491535328e-11,1.233502189279534e-11
8,6,13,7.560174708487466e-12,6.571099220309407e-11,2.944489096989855e-11,7.73070496506989e-12,7.73070496506989e-12
8,6,14,9.606537787476556e-12,6.303935151663609e-11,4.672529030358419e-11,4.672529030358419e-11,4.672529030358419e-11
8,6,15,6.366462912410498e-12,4.9737991503207007e-11,3.930839434157804,6.366462912410498e-12,6.366462912410498e-12
8,6,16,3.296918293926865e-12,2.461320036672987e-11,4.547473508864641e-12,4.547473508864641e-12,4.547473508864641e-12
8,6,17,9.663381206337365e-13,6.417621989385225e-11,2.273736754432321e-11,2.273736754432321e-11,1.3017142919125035e-11
