fid,iid,rep,alg_B50,alg_B100,alg_B150,alg_B200,alg_B250,alg_B300,alg_B350,alg_B400,alg_B450,alg_B500,alg_B550,alg_B600,alg_B650,alg_B700,alg_B750,alg_B800,alg_B850,alg_B900,alg_B950,alg_B1000
1,2.0,0.0,Non-elitist,DE,Elitist,DE,BFGS,BFGS,BFGS,PSO,BFGS,MLSL,BFGS,DE,PSO,PSO,PSO,Non-elitist,DE,DE,BFGS,Non-elitist
1,2.0,1.0,Non-elitist,Non-elitist,BFGS,MLSL,BFGS,MLSL,BFGS,BFGS,MLSL,Elitist,BFGS,BFGS,Elitist,Elitist,BFGS,DE,Elitist,BFGS,MLSL,Non-elitist
1,2.0,2.0,BFGS,Non-elitist,Elitist,DE,Non-elitist,BFGS,PSO,BFGS,BFGS,Non-elitist,BFGS,Elitist,MLSL,DE,MLSL,Non-elitist,MLSL,DE,MLSL,Non-elitist
1,2.0,3.0,Non-elitist,Non-elitist,BFGS,Elitist,BFGS,BFGS,Non-elitist,PSO,PSO,Elitist,BFGS,BFGS,Elitist,Non-elitist,BFGS,Elitist,BFGS,Elitist,DE,Non-elitist
1,2.0,4.0,BFGS,MLSL,Elitist,Elitist,BFGS,MLSL,BFGS,DE,PSO,MLSL,BFGS,BFGS,MLSL,Non-elitist,BFGS,DE,MLSL,DE,PSO,Non-elitist
1,2.0,5.0,BFGS,Non-elitist,Elitist,DE,PSO,PSO,MLSL,PSO,BFGS,MLSL,BFGS,BFGS,MLSL,Elitist,PSO,Non-elitist,PSO,Elitist,PSO,Non-elitist
1,2.0,6.0,BFGS,Non-elitist,Elitist,Elitist,Elitist,BFGS,BFGS,BFGS,PSO,Non-elitist,BFGS,BFGS,MLSL,Non-elitist,Elitist,Non-elitist,PSO,Elitist,Elitist,Non-elitist
1,2.0,7.0,BFGS,Non-elitist,DE,Elitist,Non-elitist,PSO,BFGS,BFGS,BFGS,MLSL,BFGS,Elitist,PSO,DE,MLSL,Elitist,Elitist,DE,MLSL,Non-elitist
1,2.0,8.0,BFGS,Elitist,DE,DE,MLSL,BFGS,BFGS,PSO,PSO,MLSL,BFGS,Elitist,BFGS,Non-elitist,MLSL,DE,MLSL,DE,MLSL,Non-elitist
1,2.0,9.0,Non-elitist,Non-elitist,BFGS,PSO,PSO,Non-elitist,BFGS,DE,BFGS,Elitist,BFGS,BFGS,Elitist,BFGS,Elitist,Non-elitist,DE,MLSL,MLSL,Non-elitist
1,2.0,10.0,Non-elitist,Non-elitist,Elitist,BFGS,Non-elitist,BFGS,BFGS,PSO,PSO,MLSL,BFGS,Non-elitist,PSO,Non-elitist,Non-elitist,Non-elitist,Elitist,DE,BFGS,Non-elitist
1,2.0,11.0,Non-elitist,Non-elitist,Elitist,Elitist,PSO,Non-elitist,BFGS,DE,BFGS,Non-elitist,BFGS,DE,PSO,Non-elitist,Non-elitist,DE,Elitist,Elitist,BFGS,Non-elitist
1,2.0,12.0,PSO,Non-elitist,BFGS,Elitist,Non-elitist,BFGS,BFGS,PSO,MLSL,Elitist,BFGS,BFGS,MLSL,BFGS,BFGS,DE,Elitist,DE,MLSL,Non-elitist
1,2.0,13.0,BFGS,Non-elitist,BFGS,DE,BFGS,BFGS,BFGS,DE,BFGS,MLSL,BFGS,DE,Elitist,BFGS,Non-elitist,DE,Non-elitist,Non-elitist,MLSL,Non-elitist
1,2.0,14.0,Non-elitist,DE,DE,DE,Elitist,BFGS,PSO,BFGS,BFGS,BFGS,BFGS,PSO,DE,DE,MLSL,Elitist,MLSL,DE,BFGS,Non-elitist
1,2.0,15.0,Elitist,Non-elitist,Non-elitist,Elitist,BFGS,PSO,BFGS,PSO,PSO,MLSL,BFGS,BFGS,MLSL,Elitist,Elitist,DE,BFGS,Elitist,BFGS,Non-elitist
1,2.0,16.0,Elitist,BFGS,DE,Non-elitist,DE,MLSL,BFGS,Non-elitist,MLSL,MLSL,BFGS,BFGS,Elitist,PSO,Elitist,Elitist,Non-elitist,Elitist,Elitist,Non-elitist
1,2.0,17.0,BFGS,BFGS,Elitist,Elitist,Non-elitist,BFGS,BFGS,PSO,Non-elitist,MLSL,BFGS,Non-elitist,PSO,Non-elitist,Non-elitist,Non-elitist,MLSL,DE,MLSL,Non-elitist
1,2.0,18.0,BFGS,Non-elitist,DE,Elitist,BFGS,BFGS,BFGS,BFGS,BFGS,MLSL,BFGS,BFGS,MLSL,BFGS,BFGS,DE,DE,Elitist,Elitist,Non-elitist
1,2.0,19.0,Non-elitist,Non-elitist,Elitist,BFGS,BFGS,BFGS,BFGS,DE,BFGS,MLSL,BFGS,Elitist,Elitist,Non-elitist,Non-elitist,PSO,MLSL,PSO,MLSL,Non-elitist
1,3.0,0.0,BFGS,Elitist,DE,BFGS,PSO,PSO,BFGS,MLSL,MLSL,MLSL,BFGS,BFGS,PSO,BFGS,DE,Non-elitist,PSO,PSO,Non-elitist,Non-elitist
1,3.0,1.0,BFGS,BFGS,PSO,Elitist,Non-elitist,PSO,MLSL,MLSL,PSO,MLSL,BFGS,Elitist,BFGS,Elitist,PSO,Elitist,BFGS,BFGS,Elitist,Non-elitist
1,3.0,2.0,Elitist,Non-elitist,Non-elitist,Non-elitist,DE,MLSL,PSO,DE,Elitist,BFGS,MLSL,DE,MLSL,Elitist,PSO,DE,MLSL,Elitist,BFGS,Non-elitist
1,3.0,3.0,Elitist,BFGS,BFGS,DE,PSO,Non-elitist,Elitist,PSO,BFGS,DE,DE,Elitist,Non-elitist,PSO,MLSL,DE,MLSL,PSO,DE,Non-elitist
1,3.0,4.0,BFGS,BFGS,BFGS,Elitist,PSO,BFGS,DE,MLSL,DE,MLSL,BFGS,BFGS,MLSL,BFGS,DE,Non-elitist,MLSL,MLSL,BFGS,Non-elitist
1,3.0,5.0,Elitist,BFGS,BFGS,DE,DE,PSO,PSO,Non-elitist,Non-elitist,BFGS,MLSL,Elitist,MLSL,BFGS,PSO,PSO,BFGS,MLSL,PSO,Non-elitist
1,3.0,6.0,BFGS,Non-elitist,DE,Elitist,DE,BFGS,PSO,MLSL,MLSL,BFGS,BFGS,BFGS,Non-elitist,BFGS,DE,PSO,Non-elitist,Non-elitist,BFGS,Non-elitist
1,3.0,7.0,BFGS,BFGS,DE,PSO,Non-elitist,PSO,PSO,PSO,Non-elitist,MLSL,MLSL,DE,DE,PSO,DE,Elitist,DE,DE,Non-elitist,Non-elitist
1,3.0,8.0,BFGS,BFGS,Non-elitist,Elitist,BFGS,PSO,BFGS,BFGS,MLSL,MLSL,BFGS,Elitist,BFGS,Non-elitist,DE,Elitist,Non-elitist,Non-elitist,Elitist,Non-elitist
1,3.0,9.0,Elitist,Elitist,BFGS,BFGS,BFGS,Non-elitist,MLSL,PSO,DE,PSO,PSO,Elitist,MLSL,Elitist,PSO,Elitist,Elitist,Non-elitist,PSO,Non-elitist
1,3.0,10.0,BFGS,DE,BFGS,Elitist,BFGS,MLSL,Non-elitist,MLSL,BFGS,Non-elitist,BFGS,Non-elitist,Elitist,MLSL,Elitist,PSO,MLSL,Elitist,Non-elitist,Non-elitist
1,3.0,11.0,BFGS,BFGS,BFGS,DE,Non-elitist,DE,MLSL,Non-elitist,Elitist,Non-elitist,DE,PSO,Elitist,DE,PSO,Elitist,Elitist,BFGS,Non-elitist,Non-elitist
1,3.0,12.0,BFGS,Non-elitist,Non-elitist,Elitist,DE,Non-elitist,MLSL,Non-elitist,Elitist,PSO,Non-elitist,PSO,MLSL,Non-elitist,MLSL,MLSL,BFGS,BFGS,PSO,Non-elitist
1,3.0,13.0,BFGS,Non-elitist,PSO,Non-elitist,Elitist,Non-elitist,PSO,MLSL,PSO,MLSL,MLSL,MLSL,Non-elitist,BFGS,PSO,Elitist,BFGS,PSO,BFGS,Non-elitist
1,3.0,14.0,BFGS,BFGS,PSO,BFGS,BFGS,Non-elitist,MLSL,DE,DE,DE,MLSL,Elitist,BFGS,BFGS,DE,MLSL,DE,Elitist,Non-elitist,Non-elitist
1,3.0,15.0,BFGS,BFGS,PSO,Elitist,Non-elitist,PSO,BFGS,PSO,PSO,MLSL,DE,MLSL,DE,Elitist,PSO,Non-elitist,PSO,DE,PSO,Non-elitist
1,3.0,16.0,BFGS,Non-elitist,Non-elitist,BFGS,DE,Elitist,BFGS,PSO,PSO,PSO,BFGS,MLSL,Non-elitist,Elitist,DE,Elitist,PSO,PSO,PSO,Non-elitist
1,3.0,17.0,BFGS,BFGS,Elitist,Non-elitist,BFGS,Non-elitist,DE,DE,BFGS,MLSL,BFGS,MLSL,BFGS,BFGS,PSO,Non-elitist,BFGS,PSO,PSO,Non-elitist
1,3.0,18.0,BFGS,BFGS,Non-elitist,DE,Non-elitist,BFGS,BFGS,MLSL,MLSL,BFGS,MLSL,MLSL,DE,BFGS,DE,Elitist,MLSL,PSO,Non-elitist,Non-elitist
1,3.0,19.0,Elitist,BFGS,Non-elitist,BFGS,Non-elitist,MLSL,Elitist,DE,MLSL,DE,BFGS,Non-elitist,MLSL,PSO,PSO,Non-elitist,Non-elitist,Elitist,MLSL,Non-elitist
1,4.0,0.0,BFGS,BFGS,BFGS,MLSL,PSO,BFGS,DE,Elitist,PSO,PSO,BFGS,PSO,BFGS,Non-elitist,DE,BFGS,BFGS,PSO,DE,Non-elitist
1,4.0,1.0,BFGS,PSO,BFGS,Elitist,DE,Elitist,PSO,MLSL,PSO,MLSL,Non-elitist,BFGS,MLSL,MLSL,Elitist,DE,BFGS,PSO,Non-elitist,Non-elitist
1,4.0,2.0,BFGS,Elitist,MLSL,Elitist,Elitist,Elitist,BFGS,Non-elitist,BFGS,PSO,Elitist,Elitist,DE,BFGS,DE,DE,BFGS,BFGS,DE,Non-elitist
1,4.0,3.0,BFGS,DE,BFGS,MLSL,MLSL,DE,Elitist,MLSL,MLSL,DE,BFGS,DE,PSO,Elitist,MLSL,BFGS,BFGS,BFGS,PSO,Non-elitist
1,4.0,4.0,BFGS,DE,Elitist,Non-elitist,Elitist,Elitist,Elitist,Non-elitist,Elitist,DE,MLSL,Elitist,Non-elitist,Elitist,BFGS,Elitist,Elitist,PSO,Elitist,Non-elitist
1,4.0,5.0,BFGS,DE,Non-elitist,Elitist,PSO,MLSL,Non-elitist,Non-elitist,DE,DE,PSO,Elitist,Non-elitist,DE,MLSL,Non-elitist,MLSL,Non-elitist,BFGS,Non-elitist
1,4.0,6.0,BFGS,BFGS,BFGS,DE,MLSL,PSO,DE,MLSL,Non-elitist,BFGS,BFGS,Non-elitist,DE,PSO,BFGS,Non-elitist,BFGS,BFGS,Elitist,Non-elitist
1,4.0,7.0,BFGS,BFGS,BFGS,BFGS,Non-elitist,PSO,Non-elitist,DE,PSO,Non-elitist,DE,DE,PSO,MLSL,DE,Elitist,MLSL,BFGS,BFGS,Non-elitist
1,4.0,8.0,BFGS,Non-elitist,BFGS,Non-elitist,MLSL,Non-elitist,PSO,PSO,DE,MLSL,DE,BFGS,BFGS,PSO,MLSL,MLSL,BFGS,PSO,Non-elitist,Non-elitist
1,4.0,9.0,Elitist,DE,BFGS,Non-elitist,MLSL,MLSL,MLSL,Elitist,Non-elitist,DE,MLSL,BFGS,MLSL,MLSL,PSO,MLSL,Non-elitist,Non-elitist,Non-elitist,Non-elitist
1,4.0,10.0,BFGS,BFGS,PSO,DE,Non-elitist,BFGS,DE,MLSL,MLSL,PSO,PSO,BFGS,MLSL,BFGS,MLSL,DE,PSO,Non-elitist,DE,Non-elitist
1,4.0,11.0,BFGS,PSO,Elitist,PSO,MLSL,Elitist,PSO,Non-elitist,PSO,MLSL,PSO,DE,Elitist,Elitist,Elitist,DE,Elitist,PSO,BFGS,Non-elitist
1,4.0,12.0,BFGS,DE,BFGS,Non-elitist,BFGS,PSO,MLSL,DE,BFGS,PSO,MLSL,Non-elitist,Non-elitist,BFGS,BFGS,PSO,DE,BFGS,PSO,Non-elitist
1,4.0,13.0,BFGS,BFGS,Elitist,DE,BFGS,Non-elitist,PSO,BFGS,Non-elitist,DE,BFGS,PSO,Elitist,Elitist,Non-elitist,DE,Elitist,DE,Non-elitist,Non-elitist
1,4.0,14.0,BFGS,BFGS,BFGS,DE,Non-elitist,DE,MLSL,PSO,Non-elitist,Non-elitist,MLSL,Non-elitist,MLSL,MLSL,Non-elitist,BFGS,MLSL,MLSL,Non-elitist,Non-elitist
1,4.0,15.0,BFGS,Non-elitist,BFGS,PSO,Non-elitist,Elitist,Elitist,BFGS,Non-elitist,DE,PSO,PSO,PSO,DE,BFGS,Non-elitist,Elitist,PSO,Non-elitist,Non-elitist
1,4.0,16.0,BFGS,BFGS,Elitist,BFGS,PSO,Non-elitist,MLSL,BFGS,PSO,PSO,Non-elitist,Elitist,PSO,PSO,Elitist,PSO,MLSL,BFGS,DE,Non-elitist
1,4.0,17.0,BFGS,BFGS,Elitist,PSO,Non-elitist,BFGS,PSO,Elitist,Elitist,PSO,DE,MLSL,DE,PSO,MLSL,DE,BFGS,PSO,Elitist,Non-elitist
1,4.0,18.0,BFGS,Elitist,BFGS,MLSL,MLSL,Non-elitist,BFGS,BFGS,MLSL,BFGS,BFGS,DE,BFGS,PSO,DE,Elitist,Elitist,DE,Elitist,Non-elitist
1,4.0,19.0,Non-elitist,BFGS,Non-elitist,Non-elitist,Elitist,Elitist,BFGS,DE,PSO,DE,Elitist,PSO,DE,Non-elitist,MLSL,PSO,Elitist,DE,Non-elitist,Non-elitist
1,5.0,0.0,BFGS,Non-elitist,BFGS,DE,DE,MLSL,DE,PSO,PSO,Non-elitist,PSO,PSO,Non-elitist,BFGS,Elitist,PSO,Elitist,BFGS,PSO,Non-elitist
1,5.0,1.0,Non-elitist,Elitist,Non-elitist,Non-elitist,Elitist,DE,MLSL,PSO,DE,MLSL,PSO,MLSL,Non-elitist,PSO,PSO,PSO,BFGS,PSO,Non-elitist,Non-elitist
1,5.0,2.0,BFGS,Non-elitist,Non-elitist,Non-elitist,Elitist,BFGS,BFGS,Non-elitist,MLSL,BFGS,PSO,MLSL,Non-elitist,BFGS,BFGS,Elitist,Non-elitist,MLSL,DE,Non-elitist
1,5.0,3.0,BFGS,BFGS,PSO,BFGS,PSO,MLSL,Non-elitist,PSO,PSO,BFGS,Elitist,BFGS,PSO,BFGS,PSO,Non-elitist,Elitist,DE,MLSL,Non-elitist
1,5.0,4.0,BFGS,DE,Non-elitist,DE,BFGS,Non-elitist,BFGS,MLSL,MLSL,MLSL,PSO,Elitist,MLSL,Elitist,MLSL,Non-elitist,PSO,Non-elitist,Elitist,Non-elitist
1,5.0,5.0,BFGS,BFGS,PSO,MLSL,BFGS,PSO,MLSL,DE,MLSL,MLSL,MLSL,Elitist,BFGS,Non-elitist,PSO,Non-elitist,MLSL,BFGS,Non-elitist,Non-elitist
1,5.0,6.0,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,DE,MLSL,BFGS,BFGS,BFGS,Non-elitist,DE,Non-elitist,Non-elitist,Elitist,Elitist,Elitist,Non-elitist
1,5.0,7.0,BFGS,Elitist,PSO,PSO,MLSL,PSO,DE,MLSL,Elitist,DE,MLSL,MLSL,MLSL,MLSL,Non-elitist,Non-elitist,Elitist,MLSL,BFGS,Non-elitist
1,5.0,8.0,Elitist,Non-elitist,Elitist,Non-elitist,BFGS,PSO,MLSL,Non-elitist,BFGS,BFGS,Non-elitist,BFGS,MLSL,PSO,Elitist,BFGS,PSO,Non-elitist,Non-elitist,Non-elitist
1,5.0,9.0,BFGS,BFGS,BFGS,PSO,BFGS,DE,PSO,PSO,BFGS,MLSL,DE,BFGS,PSO,DE,PSO,DE,BFGS,Non-elitist,DE,Non-elitist
1,5.0,10.0,Non-elitist,BFGS,BFGS,BFGS,BFGS,BFGS,Elitist,Non-elitist,Elitist,BFGS,BFGS,BFGS,DE,BFGS,Non-elitist,Non-elitist,Non-elitist,MLSL,Elitist,Non-elitist
1,5.0,11.0,Non-elitist,Elitist,MLSL,MLSL,Non-elitist,DE,MLSL,Non-elitist,DE,Elitist,Non-elitist,Elitist,Elitist,MLSL,PSO,BFGS,MLSL,Non-elitist,DE,Non-elitist
1,5.0,12.0,Non-elitist,Elitist,PSO,Elitist,Elitist,BFGS,Non-elitist,Non-elitist,PSO,Non-elitist,DE,DE,BFGS,DE,Non-elitist,DE,MLSL,MLSL,Non-elitist,Non-elitist
1,5.0,13.0,Elitist,Elitist,PSO,MLSL,Elitist,DE,Non-elitist,Elitist,Elitist,MLSL,MLSL,MLSL,PSO,BFGS,DE,MLSL,MLSL,DE,Elitist,Non-elitist
1,5.0,14.0,BFGS,BFGS,DE,Elitist,MLSL,MLSL,PSO,PSO,BFGS,MLSL,Elitist,MLSL,MLSL,Non-elitist,PSO,Elitist,Elitist,DE,PSO,Non-elitist
1,5.0,15.0,BFGS,Elitist,Non-elitist,MLSL,BFGS,BFGS,Elitist,Non-elitist,BFGS,Elitist,MLSL,MLSL,MLSL,Elitist,DE,PSO,Elitist,Elitist,Non-elitist,Non-elitist
1,5.0,16.0,Non-elitist,Elitist,BFGS,Non-elitist,Non-elitist,Elitist,Elitist,BFGS,BFGS,Non-elitist,Non-elitist,DE,BFGS,Elitist,MLSL,Non-elitist,PSO,BFGS,DE,Non-elitist
1,5.0,17.0,Non-elitist,Non-elitist,Elitist,Elitist,MLSL,Elitist,MLSL,Non-elitist,BFGS,BFGS,Elitist,MLSL,Elitist,PSO,MLSL,DE,DE,BFGS,PSO,Non-elitist
1,5.0,18.0,BFGS,Non-elitist,BFGS,BFGS,BFGS,PSO,BFGS,DE,Elitist,Non-elitist,DE,MLSL,MLSL,DE,Non-elitist,MLSL,BFGS,DE,PSO,Non-elitist
1,5.0,19.0,Elitist,BFGS,Non-elitist,Elitist,MLSL,DE,DE,Elitist,MLSL,DE,DE,MLSL,MLSL,Non-elitist,DE,DE,Non-elitist,Non-elitist,Non-elitist,Non-elitist
2,1.0,0.0,BFGS,BFGS,BFGS,Non-elitist,PSO,Elitist,Non-elitist,BFGS,MLSL,Elitist,DE,Elitist,Non-elitist,MLSL,BFGS,BFGS,Elitist,MLSL,DE,Non-elitist
2,1.0,1.0,PSO,BFGS,BFGS,Non-elitist,BFGS,BFGS,DE,BFGS,BFGS,BFGS,MLSL,BFGS,PSO,Elitist,BFGS,Non-elitist,MLSL,DE,Non-elitist,Non-elitist
2,1.0,2.0,BFGS,BFGS,BFGS,BFGS,Non-elitist,BFGS,DE,BFGS,Non-elitist,DE,PSO,MLSL,Elitist,MLSL,Elitist,Elitist,DE,PSO,BFGS,Non-elitist
2,1.0,3.0,BFGS,BFGS,BFGS,BFGS,Non-elitist,Non-elitist,Elitist,Non-elitist,BFGS,MLSL,MLSL,DE,PSO,PSO,BFGS,Elitist,DE,Non-elitist,BFGS,Non-elitist
2,1.0,4.0,BFGS,PSO,Elitist,Elitist,BFGS,Elitist,Non-elitist,Non-elitist,Elitist,Elitist,MLSL,DE,BFGS,PSO,DE,Non-elitist,MLSL,DE,MLSL,Non-elitist
2,1.0,5.0,BFGS,PSO,BFGS,BFGS,BFGS,BFGS,Non-elitist,MLSL,Elitist,Elitist,MLSL,MLSL,BFGS,MLSL,DE,BFGS,PSO,Elitist,DE,Non-elitist
2,1.0,6.0,Elitist,BFGS,Non-elitist,MLSL,BFGS,BFGS,BFGS,BFGS,BFGS,Elitist,DE,DE,Non-elitist,Elitist,PSO,BFGS,Non-elitist,BFGS,Elitist,Non-elitist
2,1.0,7.0,Non-elitist,Elitist,BFGS,Elitist,PSO,Elitist,BFGS,DE,MLSL,Non-elitist,PSO,BFGS,MLSL,BFGS,MLSL,DE,MLSL,Non-elitist,PSO,Non-elitist
2,1.0,8.0,BFGS,Non-elitist,Non-elitist,DE,Elitist,DE,BFGS,Non-elitist,MLSL,Non-elitist,PSO,Non-elitist,PSO,BFGS,Non-elitist,Non-elitist,DE,PSO,DE,Non-elitist
2,1.0,9.0,DE,PSO,BFGS,BFGS,DE,Non-elitist,BFGS,BFGS,Non-elitist,Non-elitist,Non-elitist,Non-elitist,MLSL,Non-elitist,MLSL,Elitist,DE,Non-elitist,DE,Non-elitist
2,1.0,10.0,BFGS,BFGS,BFGS,BFGS,BFGS,Non-elitist,Non-elitist,Non-elitist,BFGS,Non-elitist,MLSL,Elitist,MLSL,Non-elitist,Non-elitist,Non-elitist,Elitist,Elitist,Non-elitist,Non-elitist
2,1.0,11.0,BFGS,BFGS,Elitist,Elitist,BFGS,DE,Non-elitist,BFGS,BFGS,Elitist,MLSL,Elitist,MLSL,BFGS,PSO,Elitist,Elitist,Elitist,Elitist,Non-elitist
2,1.0,12.0,BFGS,MLSL,Elitist,DE,BFGS,BFGS,Non-elitist,BFGS,BFGS,Elitist,Non-elitist,BFGS,Elitist,Elitist,DE,BFGS,Non-elitist,PSO,BFGS,Non-elitist
2,1.0,13.0,BFGS,BFGS,Non-elitist,BFGS,DE,PSO,BFGS,MLSL,BFGS,MLSL,MLSL,DE,Elitist,Non-elitist,DE,PSO,Non-elitist,Non-elitist,Elitist,Non-elitist
2,1.0,14.0,Elitist,MLSL,MLSL,BFGS,BFGS,Elitist,DE,BFGS,BFGS,Elitist,BFGS,Non-elitist,PSO,Elitist,Elitist,PSO,PSO,PSO,Elitist,Non-elitist
2,1.0,15.0,BFGS,BFGS,DE,BFGS,DE,Non-elitist,Non-elitist,MLSL,Elitist,DE,DE,DE,Elitist,Elitist,Elitist,DE,Elitist,BFGS,PSO,Non-elitist
2,1.0,16.0,BFGS,BFGS,Elitist,BFGS,PSO,Non-elitist,BFGS,BFGS,Non-elitist,DE,BFGS,Elitist,Elitist,BFGS,BFGS,Non-elitist,BFGS,Non-elitist,PSO,Non-elitist
2,1.0,17.0,Elitist,BFGS,BFGS,PSO,BFGS,BFGS,BFGS,Elitist,BFGS,Non-elitist,MLSL,MLSL,DE,PSO,BFGS,PSO,Non-elitist,PSO,DE,Non-elitist
2,1.0,18.0,BFGS,BFGS,Elitist,BFGS,BFGS,BFGS,Non-elitist,Non-elitist,MLSL,Non-elitist,Non-elitist,MLSL,Elitist,Non-elitist,BFGS,BFGS,BFGS,BFGS,Non-elitist,Non-elitist
2,1.0,19.0,BFGS,BFGS,Non-elitist,PSO,DE,BFGS,Non-elitist,Non-elitist,Non-elitist,Non-elitist,BFGS,Non-elitist,BFGS,PSO,BFGS,Non-elitist,DE,BFGS,PSO,Non-elitist
2,2.0,0.0,BFGS,BFGS,PSO,Elitist,Elitist,Non-elitist,DE,Elitist,PSO,DE,Elitist,BFGS,BFGS,PSO,Non-elitist,Elitist,BFGS,BFGS,PSO,Non-elitist
2,2.0,1.0,BFGS,BFGS,BFGS,BFGS,BFGS,DE,Non-elitist,Elitist,Elitist,Elitist,DE,Elitist,MLSL,MLSL,Non-elitist,MLSL,MLSL,Non-elitist,BFGS,Non-elitist
