fid,iid,algorithm,budget,precision
5,4,Non-elitist,50,0.0
5,4,PSO,50,0.0
5,5,BFGS,50,66.82530628535
5,5,DE,50,5.9318612536
5,5,Elitist,50,0.0
5,5,MLSL,50,4.79032641545
5,5,Non-elitist,50,0.0
5,5,PSO,50,0.0
6,1,BFGS,50,0.00838838005
6,1,DE,50,3.98212914055
6,1,Elitist,50,6.757080000000001e-05
6,1,MLSL,50,12.995706070099999
6,1,Non-elitist,50,0.00028379505
6,1,PSO,50,0.0396316465
6,2,BFGS,50,0.03166697885
6,2,DE,50,5.60858296295
6,2,Elitist,50,3.166415e-05
6,2,MLSL,50,22.52673979005
6,2,Non-elitist,50,0.00066102435
6,2,PSO,50,0.04236684195
6,3,BFGS,50,0.128500734
6,3,DE,50,3.7150767922999997
6,3,Elitist,50,3.43961e-05
6,3,MLSL,50,10.3253021024
6,3,Non-elitist,50,0.00029560605000000003
6,3,PSO,50,0.06325616619999999
6,4,BFGS,50,0.11152682785
6,4,DE,50,3.0163938907
6,4,Elitist,50,3.14291e-05
6,4,MLSL,50,20.267984520749998
6,4,Non-elitist,50,0.00030972355
6,4,PSO,50,0.052858363150000004
6,5,BFGS,50,0.01248644505
6,5,DE,50,3.81782665905
6,5,Elitist,50,0.00011727479999999999
6,5,MLSL,50,20.2647784105
6,5,Non-elitist,50,0.0005400256
6,5,PSO,50,0.07472924515
7,1,BFGS,50,376.3601053111
7,1,DE,50,1.61583618035
7,1,Elitist,50,1.94584085845
7,1,MLSL,50,4.9341853057
7,1,Non-elitist,50,0.7299341378
7,1,PSO,50,0.5692473239
7,2,BFGS,50,739.92346689695
7,2,DE,50,1.63669885235
7,2,Elitist,50,0.6615932945
7,2,MLSL,50,5.1899964455
7,2,Non-elitist,50,0.6615932945
7,2,PSO,50,0.1305530503
7,3,BFGS,50,1244.0708014428
7,3,DE,50,1.58565076275
7,3,Elitist,50,1.505984635
7,3,MLSL,50,5.77122612955
7,3,Non-elitist,50,0.889134286
7,3,PSO,50,0.379931707
7,4,BFGS,50,685.51302605345
7,4,DE,50,1.4257341143
7,4,Elitist,50,1.4574763492
7,4,MLSL,50,7.44494587625
7,4,Non-elitist,50,0.210646474
7,4,PSO,50,0.210646474
7,5,BFGS,50,747.09443299035
7,5,DE,50,1.5040731891
7,5,Elitist,50,1.6186844015
7,5,MLSL,50,7.498681289249999
7,5,Non-elitist,50,0.24901349965
7,5,PSO,50,0.3529944994
8,1,BFGS,50,0.0
8,1,DE,50,16.7800495974
8,1,Elitist,50,1.1991158795499999
8,1,MLSL,50,95.27512075525
8,1,Non-elitist,50,0.4204620007
8,1,PSO,50,2.7013135371
8,2,BFGS,50,0.0
8,2,DE,50,20.6590762917
8,2,Elitist,50,1.1217761353
8,2,MLSL,50,13.00793543415
8,2,Non-elitist,50,2.3192477233
8,2,PSO,50,2.12826012825
8,3,BFGS,50,1e-10
8,3,DE,50,15.08002991535
8,3,Elitist,50,0.35298539009999996
8,3,MLSL,50,46.31775730385
8,3,Non-elitist,50,0.9141014901
8,3,PSO,50,2.30669986
8,4,BFGS,50,1e-10
8,4,DE,50,19.2323014658
8,4,Elitist,50,0.8553933257999999
8,4,MLSL,50,34.793751420350006
8,4,Non-elitist,50,0.79424740225
8,4,PSO,50,1.88235640715
8,5,BFGS,50,1e-10
8,5,DE,50,15.79741602595
8,5,Elitist,50,1.98311164145
8,5,MLSL,50,22.360486178549998
8,5,Non-elitist,50,0.7791125232
8,5,PSO,50,2.1425514314
9,1,BFGS,50,0.0
9,1,DE,50,22.53314226245
9,1,Elitist,50,0.2554871236
9,1,MLSL,50,60.59096578575
9,1,Non-elitist,50,0.5292079436
9,1,PSO,50,2.3711327669499997
9,2,BFGS,50,0.0
9,2,DE,50,16.70266774375
9,2,Elitist,50,0.43873790069999996
9,2,MLSL,50,41.879667830049996
9,2,Non-elitist,50,0.2109478173
9,2,PSO,50,2.7860081809999997
9,3,BFGS,50,0.0
9,3,DE,50,17.43172993295
9,3,Elitist,50,0.7482640309499999
9,3,MLSL,50,16.5505485701
9,3,Non-elitist,50,0.52494902505
9,3,PSO,50,2.4372187109
9,4,BFGS,50,0.0
9,4,DE,50,25.60843002215
9,4,Elitist,50,0.92481009775
9,4,MLSL,50,69.49381665429999
9,4,Non-elitist,50,0.5870194631000001
9,4,PSO,50,2.9138367776000003
9,5,BFGS,50,0.0
9,5,DE,50,18.25576750375
9,5,Elitist,50,0.679365837
9,5,MLSL,50,37.4378353727
9,5,Non-elitist,50,1.01039205845
9,5,PSO,50,2.4081319283
10,1,BFGS,50,2.16854e-05
10,1,DE,50,3295.9245406395503
10,1,Elitist,50,78.3826157304
10,1,MLSL,50,5371.590177933949
10,1,Non-elitist,50,1.06375393135
10,1,PSO,50,386.8400891584
10,2,BFGS,50,2.0636e-06
10,2,DE,50,2800.1708378291
10,2,Elitist,50,101.4298017388
10,2,MLSL,50,7869.040221256
10,2,Non-elitist,50,2.0366643723
10,2,PSO,50,302.62127831065
10,3,BFGS,50,7.2270000000000004e-06
10,3,DE,50,1648.3307813098
10,3,Elitist,50,69.29643771085
10,3,MLSL,50,2301.14009190425
10,3,Non-elitist,50,0.8490188813
10,3,PSO,50,100.66556485895
10,4,BFGS,50,2.71395e-06
10,4,DE,50,2017.3330214878501
10,4,Elitist,50,139.2294127865
10,4,MLSL,50,10990.768482174
10,4,Non-elitist,50,5.414375178349999
10,4,PSO,50,110.5965074052
10,5,BFGS,50,4.8285e-07
10,5,DE,50,1940.4236580142501
10,5,Elitist,50,243.26275476425
10,5,MLSL,50,5745.3353951824
10,5,Non-elitist,50,10.1289950412
10,5,PSO,50,488.70953062945
11,1,BFGS,50,1.4201299999999999e-05
11,1,DE,50,27.87682292085
11,1,Elitist,50,13.39011355785
11,1,MLSL,50,42.43177733505
11,1,Non-elitist,50,0.9931797081
11,1,PSO,50,20.388683052250002
11,2,BFGS,50,2.45154e-05
11,2,DE,50,48.4566229784
11,2,Elitist,50,24.7842834448
11,2,MLSL,50,45.80901527395
11,2,Non-elitist,50,0.8707156375
11,2,PSO,50,34.53640644525
11,3,BFGS,50,4.225285e-05
11,3,DE,50,24.56644831245
11,3,Elitist,50,11.6982695516
11,3,MLSL,50,30.12891920145
11,3,Non-elitist,50,0.73028333105
11,3,PSO,50,13.8012911517
11,4,BFGS,50,3.477005e-05
11,4,DE,50,38.53709321389999
11,4,Elitist,50,29.53884234295
11,4,MLSL,50,44.1491623919
11,4,Non-elitist,50,5.75861635845
11,4,PSO,50,40.98502736525
11,5,BFGS,50,1.613015e-05
11,5,DE,50,27.2122046068
11,5,Elitist,50,14.1071347474
11,5,MLSL,50,38.7971668709
11,5,Non-elitist,50,0.5050080806999999
11,5,PSO,50,25.04310464045
12,1,BFGS,50,0.1242905363
12,1,DE,50,62979.17510087771
12,1,Elitist,50,2.0823954968000002
12,1,MLSL,50,2946.34291012655
12,1,Non-elitist,50,2.257767304
12,1,PSO,50,17.1665711224
12,2,BFGS,50,45168505.69271032
12,2,DE,50,97821.34594752175
12,2,Elitist,50,5.72473707515
12,2,MLSL,50,434.41276297835
12,2,Non-elitist,50,2.6167003642499997
12,2,PSO,50,15.8968675803
12,3,BFGS,50,120158159.36472714
12,3,DE,50,47731.663765417004
12,3,Elitist,50,3.1060734923499997
12,3,MLSL,50,4282.16445824155
12,3,Non-elitist,50,2.0082558806
12,3,PSO,50,21.6651249874
12,4,BFGS,50,8.47351632625
12,4,DE,50,63291.60263125695
12,4,Elitist,50,1.5981983874
12,4,MLSL,50,2435.8772239046
12,4,Non-elitist,50,3.5921458834999997
12,4,PSO,50,12.743146094250001
12,5,BFGS,50,2.9641036113499997
12,5,DE,50,94667.35095987006
12,5,Elitist,50,1.7639861246000001
12,5,MLSL,50,2583.9305947954
12,5,Non-elitist,50,0.99325336665
12,5,PSO,50,25.15086426865
13,1,BFGS,50,0.00114599085
13,1,DE,50,56.4416898383
13,1,Elitist,50,2.5163866387000002
13,1,MLSL,50,53.378251686149994
13,1,Non-elitist,50,1.3304549601
13,1,PSO,50,1.7187609914
13,2,BFGS,50,0.0004391208
13,2,DE,50,56.0510794152
13,2,Elitist,50,3.44117572525
13,2,MLSL,50,27.259263299700002
13,2,Non-elitist,50,0.17230927525
13,2,PSO,50,2.650482762
13,3,BFGS,50,0.0001281922
13,3,DE,50,47.8854392561
13,3,Elitist,50,4.511275185100001
13,3,MLSL,50,58.3233643066
13,3,Non-elitist,50,0.5220109185
13,3,PSO,50,4.977176018150001
13,4,BFGS,50,0.0011131423
13,4,DE,50,71.34702828370001
13,4,Elitist,50,5.426150222
13,4,MLSL,50,91.35053662495
13,4,Non-elitist,50,0.26451738155000004
13,4,PSO,50,3.065221103
13,5,BFGS,50,0.0010158749
13,5,DE,50,74.6676658583
13,5,Elitist,50,4.522804451700001
13,5,MLSL,50,55.72307828745
13,5,Non-elitist,50,0.52642249415
13,5,PSO,50,3.3545111641
14,1,BFGS,50,1.55235e-06
14,1,DE,50,0.2237232635
14,1,Elitist,50,0.00025587305
14,1,MLSL,50,0.0794306969
14,1,Non-elitist,50,1.679275e-05
14,1,PSO,50,0.00173002415
14,2,BFGS,50,2.4581000000000002e-06
14,2,DE,50,3.62018e-05
14,2,Elitist,50,0.0002253841
14,2,MLSL,50,0.07058762995000001
14,2,Non-elitist,50,2.1596149999999998e-05
14,2,PSO,50,0.0014333888000000001
14,3,BFGS,50,1.17875e-06
14,3,DE,50,0.026472453
14,3,Elitist,50,0.00015199369999999997
14,3,MLSL,50,0.0583396008
14,3,Non-elitist,50,1.813115e-05
14,3,PSO,50,0.001103144
14,4,BFGS,50,2.55825e-06
14,4,DE,50,0.17693872865
14,4,Elitist,50,0.00026495275
14,4,MLSL,50,0.14322778484999998
14,4,Non-elitist,50,2.2439649999999998e-05
14,4,PSO,50,0.0017115958
14,5,BFGS,50,5.470499999999999e-07
14,5,DE,50,0.053596756950000005
14,5,Elitist,50,0.00027327575
14,5,MLSL,50,0.071094607
14,5,Non-elitist,50,1.976185e-05
14,5,PSO,50,0.0019693731500000002
15,1,BFGS,50,389.4569157007
15,1,DE,50,19.6375078366
15,1,Elitist,50,13.4319220599
15,1,MLSL,50,32.007717105400005
15,1,Non-elitist,50,6.9647099442
15,1,PSO,50,8.89841877105
15,2,BFGS,50,182.5688970041
15,2,DE,50,23.55160381585
15,2,Elitist,50,15.79644585035
15,2,MLSL,50,31.315957816100003
15,2,Non-elitist,50,5.9697502701000005
15,2,PSO,50,7.548379397350001
15,3,BFGS,50,237.2243598661
15,3,DE,50,24.8970391705
15,3,Elitist,50,14.4268710184
15,3,MLSL,50,26.5525810153
15,3,Non-elitist,50,5.47227434115
15,3,PSO,50,8.227782509899999
15,4,BFGS,50,155.70748588345
15,4,DE,50,20.62186067205
15,4,Elitist,50,9.9495820317
15,4,MLSL,50,29.60280738945
15,4,Non-elitist,50,6.467231594
15,4,PSO,50,8.40876039785
15,5,BFGS,50,198.4543711716
15,5,DE,50,23.3575944629
15,5,Elitist,50,12.93445263805
15,5,MLSL,50,34.45423057975
15,5,Non-elitist,50,5.9697518273500005
15,5,PSO,50,7.27192852215
16,1,BFGS,50,52.15724589065
16,1,DE,50,7.26957204185
16,1,Elitist,50,1.67880579885
16,1,MLSL,50,5.809861143999999
16,1,Non-elitist,50,0.44977486725000004
16,1,PSO,50,1.84757639005
16,2,BFGS,50,54.95988245595
16,2,DE,50,6.58944505975
16,2,Elitist,50,1.1933585737
16,2,MLSL,50,6.22111044905
16,2,Non-elitist,50,0.22015696165
16,2,PSO,50,1.2953962963499999
16,3,BFGS,50,54.0542969574
16,3,DE,50,5.58569578155
16,3,Elitist,50,2.7632195877
16,3,MLSL,50,5.2761233624
16,3,Non-elitist,50,0.53877513975
16,3,PSO,50,1.2357016172
16,4,BFGS,50,49.973574122849996
16,4,DE,50,6.5865026521
16,4,Elitist,50,3.7427696087499998
16,4,MLSL,50,6.8654611778
16,4,Non-elitist,50,0.48485902235
16,4,PSO,50,2.0084715945
16,5,BFGS,50,45.89340131345
16,5,DE,50,5.058738094
16,5,Elitist,50,3.15618999585
16,5,MLSL,50,5.4368771869
16,5,Non-elitist,50,0.55765210855
16,5,PSO,50,1.8989099678999999
17,1,BFGS,50,13.3645210704
17,1,DE,50,0.8416098161000001
17,1,Elitist,50,0.204921601
17,1,MLSL,50,2.0055608536
17,1,Non-elitist,50,0.023609419649999998
17,1,PSO,50,0.0896203906
17,2,BFGS,50,8.8054241812
17,2,DE,50,1.0616600166499999
17,2,Elitist,50,0.08747837685
17,2,MLSL,50,1.4416337647
17,2,Non-elitist,50,0.006769617550000001
17,2,PSO,50,0.09251828275
17,3,BFGS,50,10.539117912550001
17,3,DE,50,0.9029104233
17,3,Elitist,50,0.55843532475
17,3,MLSL,50,2.2966015305000003
17,3,Non-elitist,50,0.12660224655000002
17,3,PSO,50,0.1819284312
17,4,BFGS,50,21.0679404257
17,4,DE,50,0.85267852585
17,4,Elitist,50,0.4509538102
17,4,MLSL,50,1.97189457245
17,4,Non-elitist,50,0.015038588249999998
17,4,PSO,50,0.1104163021
17,5,BFGS,50,9.667121928450001
17,5,DE,50,0.9129228894
17,5,Elitist,50,0.41379401055
17,5,MLSL,50,1.9561408983
17,5,Non-elitist,50,0.016048435200000002
17,5,PSO,50,0.06447387995000001
18,1,BFGS,50,54.441883177799994
18,1,DE,50,4.0163107893
18,1,Elitist,50,0.68221948205
18,1,MLSL,50,9.0462500781
18,1,Non-elitist,50,0.1036508158
18,1,PSO,50,0.6013558845
18,2,BFGS,50,39.379646392699996
18,2,DE,50,3.7139990124
18,2,Elitist,50,0.5243737693499999
18,2,MLSL,50,6.545226506300001
18,2,Non-elitist,50,0.07905782459999999
18,2,PSO,50,0.3102778753
18,3,BFGS,50,45.633233151949995
18,3,DE,50,3.8517362770999997
18,3,Elitist,50,0.8535484530999999
18,3,MLSL,50,7.9339244597
18,3,Non-elitist,50,0.36865541095
18,3,PSO,50,0.68652137375
18,4,BFGS,50,132.7181939129
18,4,DE,50,4.43128314485
18,4,Elitist,50,1.51734106345
18,4,MLSL,50,5.6576035204
18,4,Non-elitist,50,0.10026094585
18,4,PSO,50,0.5107507913
18,5,BFGS,50,35.773197190199994
18,5,DE,50,3.4395471945000002
18,5,Elitist,50,0.935605274
18,5,MLSL,50,7.58221045805
18,5,Non-elitist,50,0.06407741365
18,5,PSO,50,0.43144538405
19,1,BFGS,50,42.2066093734
19,1,DE,50,2.1287584993
19,1,Elitist,50,0.98394047165
19,1,MLSL,50,2.44076797585
19,1,Non-elitist,50,0.7966674711
19,1,PSO,50,0.85336594605
19,2,BFGS,50,32.5120034893
19,2,DE,50,2.0535666366000003
19,2,Elitist,50,1.2307111736
19,2,MLSL,50,2.5365425200000002
19,2,Non-elitist,50,0.92795465175
19,2,PSO,50,1.0635011546
19,3,BFGS,50,36.2880682163
19,3,DE,50,2.19427683565
19,3,Elitist,50,1.59419005705
19,3,MLSL,50,2.7188833851
19,3,Non-elitist,50,1.0456151347
19,3,PSO,50,1.0524047027
19,4,BFGS,50,37.74427166465
19,4,DE,50,2.18890961475
19,4,Elitist,50,1.7856762788
19,4,MLSL,50,2.66639669035
19,4,Non-elitist,50,1.29524912205
19,4,PSO,50,0.9201256169500001
19,5,BFGS,50,27.606573634
19,5,DE,50,0.83248087125
19,5,Elitist,50,1.35594078935
19,5,MLSL,50,2.40182956815
19,5,Non-elitist,50,1.0514102149
19,5,PSO,50,0.83420817945
20,1,BFGS,50,1.6170724925
20,1,DE,50,2.18061686355
20,1,Elitist,50,1.9210722225499999
20,1,MLSL,50,1.49812843545
20,1,Non-elitist,50,1.7371556758
20,1,PSO,50,0.99486477655
20,2,BFGS,50,1.5226583506
20,2,DE,50,2.02877474945
20,2,Elitist,50,1.6582353890500001
20,2,MLSL,50,1.693104211
20,2,Non-elitist,50,1.5792572085
20,2,PSO,50,1.27892808455
20,3,BFGS,50,1.7157738273
20,3,DE,50,1.8085957933
20,3,Elitist,50,1.8355642699999999
20,3,MLSL,50,1.8269355931
20,3,Non-elitist,50,1.70397300595
20,3,PSO,50,1.07132760005
20,4,BFGS,50,1.467726646
20,4,DE,50,2.00503956635
20,4,Elitist,50,1.93505359175
20,4,MLSL,50,1.73737594285
20,4,Non-elitist,50,1.5790755765500002
20,4,PSO,50,1.04466270705
20,5,BFGS,50,1.7397980200499998
20,5,DE,50,2.09561119595
20,5,Elitist,50,1.52007498315
20,5,MLSL,50,1.70638007885
20,5,Non-elitist,50,1.5397174032
20,5,PSO,50,0.8697769610499999
21,1,BFGS,50,8.9451512468
21,1,DE,50,2.32433425195
21,1,Elitist,50,1.2452555353
21,1,MLSL,50,1.9910603517499998
21,1,Non-elitist,50,1.2452555353
21,1,PSO,50,1.4123094181
21,2,BFGS,50,4.4755014795
21,2,DE,50,2.1853109392
21,2,Elitist,50,1.8030193778
21,2,MLSL,50,2.0725920871000003
21,2,Non-elitist,50,1.9685626894000001
21,2,PSO,50,1.87094667855
21,3,BFGS,50,7.4338412825999995
21,3,DE,50,2.0634243407
21,3,Elitist,50,2.1186974563
21,3,MLSL,50,2.0888442853
21,3,Non-elitist,50,1.9377404959
21,3,PSO,50,1.68576575405
21,4,BFGS,50,7.3023293592
21,4,DE,50,2.07596144715
21,4,Elitist,50,2.44831166755
21,4,MLSL,50,1.8893567453500002
21,4,Non-elitist,50,2.97389699745
21,4,PSO,50,1.24748216685
21,5,BFGS,50,2.7779884071
21,5,DE,50,1.85244442055
21,5,Elitist,50,2.118634928
21,5,MLSL,50,2.2049250362
21,5,Non-elitist,50,1.5241374571
21,5,PSO,50,1.6862303394
22,1,BFGS,50,9.198623822
22,1,DE,50,1.41901062165
22,1,Elitist,50,8.45e-09
22,1,MLSL,50,1.9299679879
22,1,Non-elitist,50,0.69185691135
22,1,PSO,50,0.0026154997999999997
22,2,BFGS,50,2.2727732948
22,2,DE,50,1.9927499589
22,2,Elitist,50,1.9549988595
22,2,MLSL,50,1.9663858804999998
22,2,Non-elitist,50,1.9549988595
22,2,PSO,50,1.9550253999
22,3,BFGS,50,8.7427505321
22,3,DE,50,2.42575033455
22,3,Elitist,50,1.95500000965
22,3,MLSL,50,2.02878815305
22,3,Non-elitist,50,1.9549992276000001
22,3,PSO,50,1.95552621135
22,4,BFGS,50,4.93108846185
22,4,DE,50,1.8697830896999998
22,4,Elitist,50,7.2716291936
22,4,MLSL,50,1.5970393399
22,4,Non-elitist,50,7.2716291936
22,4,PSO,50,2.2733689206500003
22,5,BFGS,50,8.00718986285
22,5,DE,50,1.3610609478
22,5,Elitist,50,3.4058797106000003
22,5,MLSL,50,0.9125121829
22,5,Non-elitist,50,0.6918569112
22,5,PSO,50,0.40976337555000003
23,1,BFGS,50,5.7386659801
23,1,DE,50,2.0481975081
23,1,Elitist,50,2.53181413635
23,1,MLSL,50,1.7901617908
23,1,Non-elitist,50,1.93631326645
23,1,PSO,50,1.6872301644999999
23,2,BFGS,50,10.34379533085
23,2,DE,50,1.7359907275
23,2,Elitist,50,2.7455387994000002
23,2,MLSL,50,1.61106478515
23,2,Non-elitist,50,1.8780966709000002
23,2,PSO,50,1.6203280978499999
23,3,BFGS,50,9.4065040392
23,3,DE,50,1.72408479785
23,3,Elitist,50,2.44049259125
23,3,MLSL,50,1.8516896537499998
23,3,Non-elitist,50,1.47513693355
23,3,PSO,50,2.1276981827
23,4,BFGS,50,6.4002058993999995
23,4,DE,50,2.04401331505
23,4,Elitist,50,2.6034886806
23,4,MLSL,50,1.82590473035
23,4,Non-elitist,50,1.7393436718
23,4,PSO,50,1.80604152655
23,5,BFGS,50,7.0445906702
23,5,DE,50,1.9319094006
23,5,Elitist,50,2.6068263802500002
23,5,MLSL,50,2.2058536206
23,5,Non-elitist,50,1.72636091925
23,5,PSO,50,2.0184582310000003
24,1,BFGS,50,108.1728285269
24,1,DE,50,24.5232901935
24,1,Elitist,50,20.2423252572
24,1,MLSL,50,32.21964991385
24,1,Non-elitist,50,10.7190863461
24,1,PSO,50,16.152261488049998
24,2,BFGS,50,95.4913996018
24,2,DE,50,23.3106670338
24,2,Elitist,50,17.342205584
24,2,MLSL,50,31.6044324215
24,2,Non-elitist,50,14.259610720600001
24,2,PSO,50,16.9575695358
24,3,BFGS,50,95.8354982379
24,3,DE,50,26.77776251265
24,3,Elitist,50,22.062023557499998
24,3,MLSL,50,29.1801496197
24,3,Non-elitist,50,14.93205076525
24,3,PSO,50,17.1060977351
24,4,BFGS,50,95.10005929855001
24,4,DE,50,25.42694617
24,4,Elitist,50,17.712199093800002
24,4,MLSL,50,33.0197833836
24,4,Non-elitist,50,13.60728808655
24,4,PSO,50,15.760344602
24,5,BFGS,50,83.39250949785
24,5,DE,50,23.2370637398
24,5,Elitist,50,19.4660563568
24,5,MLSL,50,25.43494848715
24,5,Non-elitist,50,13.021621859749999
24,5,PSO,50,17.188963612400002
