fid,iid,rep,budget,best_precision
1,1,14,950,1e-12
1,1,14,1000,1e-12
1,1,15,50,1e-12
1,1,15,100,1e-12
1,1,15,150,1e-12
1,1,15,200,1e-12
1,1,15,250,1e-12
1,1,15,300,1e-12
1,1,15,350,1e-12
1,1,15,400,1e-12
1,1,15,450,1e-12
1,1,15,500,1e-12
1,1,15,550,1e-12
1,1,15,600,1e-12
1,1,15,650,1e-12
1,1,15,700,1e-12
1,1,15,750,1e-12
1,1,15,800,1e-12
1,1,15,850,1e-12
1,1,15,900,1e-12
1,1,15,950,1e-12
1,1,15,1000,1e-12
1,1,16,50,1e-12
1,1,16,100,1e-12
1,1,16,150,1e-12
1,1,16,200,1e-12
1,1,16,250,1e-12
1,1,16,300,1e-12
1,1,16,350,1e-12
1,1,16,400,1e-12
1,1,16,450,1e-12
1,1,16,500,1e-12
1,1,16,550,1e-12
1,1,16,600,1e-12
1,1,16,650,1e-12
1,1,16,700,1e-12
1,1,16,750,1e-12
1,1,16,800,1e-12
1,1,16,850,1e-12
1,1,16,900,1e-12
1,1,16,950,1e-12
1,1,16,1000,1e-12
1,1,17,50,1e-12
1,1,17,100,1e-12
1,1,17,150,1e-12
1,1,17,200,1e-12
1,1,17,250,1e-12
1,1,17,300,1e-12
1,1,17,350,1e-12
1,1,17,400,1e-12
1,1,17,450,1e-12
1,1,17,500,1e-12
1,1,17,550,1e-12
1,1,17,600,1e-12
1,1,17,650,1e-12
1,1,17,700,1e-12
1,1,17,750,1e-12
1,1,17,800,1e-12
1,1,17,850,1e-12
1,1,17,900,1e-12
1,1,17,950,1e-12
1,1,17,1000,1e-12
1,1,18,50,1e-12
1,1,18,100,1e-12
1,1,18,150,1e-12
1,1,18,200,1e-12
1,1,18,250,1e-12
1,1,18,300,1e-12
1,1,18,350,1e-12
1,1,18,400,1e-12
1,1,18,450,1e-12
1,1,18,500,1e-12
1,1,18,550,1e-12
1,1,18,600,1e-12
1,1,18,650,1e-12
1,1,18,700,1e-12
1,1,18,750,1e-12
1,1,18,800,1e-12
1,1,18,850,1e-12
1,1,18,900,1e-12
1,1,18,950,1e-12
1,1,18,1000,1e-12
1,1,19,50,1e-12
1,1,19,100,1e-12
1,1,19,150,1e-12
1,1,19,200,1e-12
1,1,19,250,1e-12
1,1,19,300,1e-12
1,1,19,350,1e-12
1,1,19,400,1e-12
1,1,19,450,1e-12
1,1,19,500,1e-12
1,1,19,550,1e-12
1,1,19,600,1e-12
1,1,19,650,1e-12
1,1,19,700,1e-12
1,1,19,750,1e-12
1,1,19,800,1e-12
1,1,19,850,1e-12
1,1,19,900,1e-12
1,1,19,950,1e-12
1,1,19,1000,1e-12
1,2,0,50,1e-12
1,2,0,100,1e-12
1,2,0,150,1e-12
1,2,0,200,1e-12
1,2,0,250,1e-12
1,2,0,300,1e-12
1,2,0,350,1e-12
1,2,0,400,1e-12
1,2,0,450,1e-12
1,2,0,500,1e-12
1,2,0,550,1e-12
1,2,0,600,1e-12
1,2,0,650,1e-12
1,2,0,700,1e-12
1,2,0,750,1e-12
1,2,0,800,1e-12
1,2,0,850,1e-12
1,2,0,900,1e-12
1,2,0,950,1e-12
1,2,0,1000,1e-12
1,2,1,50,1e-12
1,2,1,100,1e-12
1,2,1,150,1e-12
1,2,1,200,1e-12
1,2,1,250,1e-12
1,2,1,300,1e-12
1,2,1,350,1e-12
1,2,1,400,1e-12
1,2,1,450,1e-12
1,2,1,500,1e-12
1,2,1,550,1e-12
1,2,1,600,1e-12
1,2,1,650,1e-12
1,2,1,700,1e-12
1,2,1,750,1e-12
1,2,1,800,1e-12
1,2,1,850,1e-12
1,2,1,900,1e-12
1,2,1,950,1e-12
1,2,1,1000,1e-12
1,2,2,50,1e-12
1,2,2,100,1e-12
1,2,2,150,1e-12
1,2,2,200,1e-12
1,2,2,250,1e-12
1,2,2,300,1e-12
1,2,2,350,1e-12
1,2,2,400,1e-12
1,2,2,450,1e-12
1,2,2,500,1e-12
1,2,2,550,1e-12
1,2,2,600,1e-12
1,2,2,650,1e-12
1,2,2,700,1e-12
1,2,2,750,1e-12
1,2,2,800,1e-12
1,2,2,850,1e-12
1,2,2,900,1e-12
1,2,2,950,1e-12
1,2,2,1000,1e-12
1,2,3,50,1e-12
1,2,3,100,1e-12
1,2,3,150,1e-12
1,2,3,200,1e-12
1,2,3,250,1e-12
1,2,3,300,1e-12
1,2,3,350,1e-12
1,2,3,400,1e-12
1,2,3,450,1e-12
1,2,3,500,1e-12
1,2,3,550,1e-12
1,2,3,600,1e-12
1,2,3,650,1e-12
1,2,3,700,1e-12
1,2,3,750,1e-12
1,2,3,800,1e-12
1,2,3,850,1e-12
1,2,3,900,1e-12
1,2,3,950,1e-12
1,2,3,1000,1e-12
1,2,4,50,1e-12
1,2,4,100,1e-12
1,2,4,150,1e-12
1,2,4,200,1e-12
1,2,4,250,1e-12
1,2,4,300,1e-12
1,2,4,350,1e-12
1,2,4,400,1e-12
1,2,4,450,1e-12
1,2,4,500,1e-12
1,2,4,550,1e-12
1,2,4,600,1e-12
1,2,4,650,1e-12
1,2,4,700,1e-12
1,2,4,750,1e-12
1,2,4,800,1e-12
1,2,4,850,1e-12
1,2,4,900,1e-12
1,2,4,950,1e-12
1,2,4,1000,1e-12
1,2,5,50,1e-12
1,2,5,100,1e-12
1,2,5,150,1e-12
1,2,5,200,1e-12
1,2,5,250,1e-12
1,2,5,300,1e-12
1,2,5,350,1e-12
1,2,5,400,1e-12
1,2,5,450,1e-12
1,2,5,500,1e-12
1,2,5,550,1e-12
1,2,5,600,1e-12
1,2,5,650,1e-12
1,2,5,700,1e-12
1,2,5,750,1e-12
1,2,5,800,1e-12
1,2,5,850,1e-12
1,2,5,900,1e-12
1,2,5,950,1e-12
1,2,5,1000,1e-12
1,2,6,50,1e-12
1,2,6,100,1e-12
1,2,6,150,1e-12
1,2,6,200,1e-12
1,2,6,250,1e-12
1,2,6,300,1e-12
1,2,6,350,1e-12
1,2,6,400,1e-12
1,2,6,450,1e-12
1,2,6,500,1e-12
1,2,6,550,1e-12
1,2,6,600,1e-12
1,2,6,650,1e-12
1,2,6,700,1e-12
1,2,6,750,1e-12
1,2,6,800,1e-12
1,2,6,850,1e-12
1,2,6,900,1e-12
1,2,6,950,1e-12
1,2,6,1000,1e-12
1,2,7,50,1e-12
1,2,7,100,1e-12
1,2,7,150,1e-12
1,2,7,200,1e-12
1,2,7,250,1e-12
1,2,7,300,1e-12
1,2,7,350,1e-12
1,2,7,400,1e-12
1,2,7,450,1e-12
1,2,7,500,1e-12
1,2,7,550,1e-12
1,2,7,600,1e-12
1,2,7,650,1e-12
1,2,7,700,1e-12
1,2,7,750,1e-12
1,2,7,800,1e-12
1,2,7,850,1e-12
1,2,7,900,1e-12
1,2,7,950,1e-12
1,2,7,1000,1e-12
1,2,8,50,1e-12
1,2,8,100,1e-12
1,2,8,150,1e-12
1,2,8,200,1e-12
1,2,8,250,1e-12
1,2,8,300,1e-12
1,2,8,350,1e-12
1,2,8,400,1e-12
1,2,8,450,1e-12
1,2,8,500,1e-12
1,2,8,550,1e-12
1,2,8,600,1e-12
1,2,8,650,1e-12
1,2,8,700,1e-12
1,2,8,750,1e-12
1,2,8,800,1e-12
1,2,8,850,1e-12
1,2,8,900,1e-12
1,2,8,950,1e-12
1,2,8,1000,1e-12
1,2,9,50,1e-12
1,2,9,100,1e-12
1,2,9,150,1e-12
1,2,9,200,1e-12
1,2,9,250,1e-12
1,2,9,300,1e-12
1,2,9,350,1e-12
1,2,9,400,1e-12
1,2,9,450,1e-12
1,2,9,500,1e-12
1,2,9,550,1e-12
1,2,9,600,1e-12
1,2,9,650,1e-12
1,2,9,700,1e-12
1,2,9,750,1e-12
1,2,9,800,1e-12
1,2,9,850,1e-12
1,2,9,900,1e-12
1,2,9,950,1e-12
1,2,9,1000,1e-12
1,2,10,50,1e-12
1,2,10,100,1e-12
1,2,10,150,1e-12
1,2,10,200,1e-12
1,2,10,250,1e-12
1,2,10,300,1e-12
1,2,10,350,1e-12
1,2,10,400,1e-12
1,2,10,450,1e-12
1,2,10,500,1e-12
1,2,10,550,1e-12
1,2,10,600,1e-12
1,2,10,650,1e-12
1,2,10,700,1e-12
1,2,10,750,1e-12
1,2,10,800,1e-12
1,2,10,850,1e-12
1,2,10,900,1e-12
1,2,10,950,1e-12
1,2,10,1000,1e-12
1,2,11,50,1e-12
1,2,11,100,1e-12
1,2,11,150,1e-12
1,2,11,200,1e-12
1,2,11,250,1e-12
1,2,11,300,1e-12
1,2,11,350,1e-12
1,2,11,400,1e-12
1,2,11,450,1e-12
1,2,11,500,1e-12
1,2,11,550,1e-12
1,2,11,600,1e-12
1,2,11,650,1e-12
1,2,11,700,1e-12
1,2,11,750,1e-12
1,2,11,800,1e-12
1,2,11,850,1e-12
1,2,11,900,1e-12
1,2,11,950,1e-12
1,2,11,1000,1e-12
1,2,12,50,1e-12
1,2,12,100,1e-12
1,2,12,150,1e-12
1,2,12,200,1e-12
1,2,12,250,1e-12
1,2,12,300,1e-12
1,2,12,350,1e-12
1,2,12,400,1e-12
1,2,12,450,1e-12
1,2,12,500,1e-12
1,2,12,550,1e-12
1,2,12,600,1e-12
1,2,12,650,1e-12
1,2,12,700,1e-12
1,2,12,750,1e-12
1,2,12,800,1e-12
1,2,12,850,1e-12
1,2,12,900,1e-12
1,2,12,950,1e-12
1,2,12,1000,1e-12
1,2,13,50,1e-12
1,2,13,100,1e-12
1,2,13,150,1e-12
1,2,13,200,1e-12
1,2,13,250,1e-12
1,2,13,300,1e-12
1,2,13,350,1e-12
1,2,13,400,1e-12
1,2,13,450,1e-12
1,2,13,500,1e-12
1,2,13,550,1e-12
1,2,13,600,1e-12
1,2,13,650,1e-12
1,2,13,700,1e-12
1,2,13,750,1e-12
1,2,13,800,1e-12
1,2,13,850,1e-12
1,2,13,900,1e-12
1,2,13,950,1e-12
1,2,13,1000,1e-12
1,2,14,50,1e-12
1,2,14,100,1e-12
1,2,14,150,1e-12
1,2,14,200,1e-12
1,2,14,250,1e-12
1,2,14,300,1e-12
1,2,14,350,1e-12
1,2,14,400,1e-12
1,2,14,450,1e-12
1,2,14,500,1e-12
1,2,14,550,1e-12
1,2,14,600,1e-12
1,2,14,650,1e-12
1,2,14,700,1e-12
1,2,14,750,1e-12
1,2,14,800,1e-12
1,2,14,850,1e-12
1,2,14,900,1e-12
1,2,14,950,1e-12
1,2,14,1000,1e-12
1,2,15,50,1e-12
1,2,15,100,1e-12
1,2,15,150,1e-12
1,2,15,200,1e-12
1,2,15,250,1e-12
1,2,15,300,1e-12
1,2,15,350,1e-12
1,2,15,400,1e-12
1,2,15,450,1e-12
1,2,15,500,1e-12
1,2,15,550,1e-12
1,2,15,600,1e-12
1,2,15,650,1e-12
1,2,15,700,1e-12
1,2,15,750,1e-12
1,2,15,800,1e-12
1,2,15,850,1e-12
1,2,15,900,1e-12
1,2,15,950,1e-12
1,2,15,1000,1e-12
1,2,16,50,1e-12
1,2,16,100,1e-12
1,2,16,150,1e-12
1,2,16,200,1e-12
1,2,16,250,1e-12
1,2,16,300,1e-12
1,2,16,350,1e-12
1,2,16,400,1e-12
1,2,16,450,1e-12
1,2,16,500,1e-12
1,2,16,550,1e-12
1,2,16,600,1e-12
1,2,16,650,1e-12
1,2,16,700,1e-12
1,2,16,750,1e-12
1,2,16,800,1e-12
1,2,16,850,1e-12
1,2,16,900,1e-12
1,2,16,950,1e-12
1,2,16,1000,1e-12
1,2,17,50,1e-12
1,2,17,100,1e-12
1,2,17,150,1e-12
1,2,17,200,1e-12
1,2,17,250,1e-12
1,2,17,300,1e-12
1,2,17,350,1e-12
1,2,17,400,1e-12
1,2,17,450,1e-12
1,2,17,500,1e-12
1,2,17,550,1e-12
1,2,17,600,1e-12
1,2,17,650,1e-12
1,2,17,700,1e-12
1,2,17,750,1e-12
1,2,17,800,1e-12
1,2,17,850,1e-12
1,2,17,900,1e-12
1,2,17,950,1e-12
1,2,17,1000,1e-12
1,2,18,50,1e-12
1,2,18,100,1e-12
1,2,18,150,1e-12
1,2,18,200,1e-12
1,2,18,250,1e-12
1,2,18,300,1e-12
1,2,18,350,1e-12
1,2,18,400,1e-12
1,2,18,450,1e-12
1,2,18,500,1e-12
1,2,18,550,1e-12
1,2,18,600,1e-12
1,2,18,650,1e-12
1,2,18,700,1e-12
1,2,18,750,1e-12
1,2,18,800,1e-12
1,2,18,850,1e-12
1,2,18,900,1e-12
1,2,18,950,1e-12
1,2,18,1000,1e-12
1,2,19,50,1e-12
1,2,19,100,1e-12
1,2,19,150,1e-12
1,2,19,200,1e-12
1,2,19,250,1e-12
1,2,19,300,1e-12
1,2,19,350,1e-12
1,2,19,400,1e-12
1,2,19,450,1e-12
1,2,19,500,1e-12
1,2,19,550,1e-12
1,2,19,600,1e-12
1,2,19,650,1e-12
1,2,19,700,1e-12
1,2,19,750,1e-12
1,2,19,800,1e-12
1,2,19,850,1e-12
1,2,19,900,1e-12
1,2,19,950,1e-12
1,2,19,1000,1e-12
1,3,0,50,1e-12
1,3,0,100,1e-12
1,3,0,150,1e-12
1,3,0,200,1e-12
1,3,0,250,1e-12
1,3,0,300,1e-12
1,3,0,350,1e-12
1,3,0,400,1e-12
1,3,0,450,1e-12
1,3,0,500,1e-12
1,3,0,550,1e-12
1,3,0,600,1e-12
1,3,0,650,1e-12
1,3,0,700,1e-12
1,3,0,750,1e-12
1,3,0,800,1e-12
1,3,0,850,1e-12
1,3,0,900,1e-12
1,3,0,950,1e-12
1,3,0,1000,1e-12
1,3,1,50,1e-12
1,3,1,100,1e-12
1,3,1,150,1e-12
1,3,1,200,1e-12
1,3,1,250,1e-12
1,3,1,300,1e-12
1,3,1,350,1e-12
1,3,1,400,1e-12
1,3,1,450,1e-12
1,3,1,500,1e-12
1,3,1,550,1e-12
1,3,1,600,1e-12
1,3,1,650,1e-12
1,3,1,700,1e-12
1,3,1,750,1e-12
1,3,1,800,1e-12
1,3,1,850,1e-12
1,3,1,900,1e-12
1,3,1,950,1e-12
1,3,1,1000,1e-12
1,3,2,50,1e-12
1,3,2,100,1e-12
1,3,2,150,1e-12
1,3,2,200,1e-12
1,3,2,250,1e-12
1,3,2,300,1e-12
1,3,2,350,1e-12
1,3,2,400,1e-12
1,3,2,450,1e-12
1,3,2,500,1e-12
1,3,2,550,1e-12
1,3,2,600,1e-12
1,3,2,650,1e-12
1,3,2,700,1e-12
1,3,2,750,1e-12
1,3,2,800,1e-12
1,3,2,850,1e-12
1,3,2,900,1e-12
1,3,2,950,1e-12
1,3,2,1000,1e-12
1,3,3,50,1e-12
1,3,3,100,1e-12
1,3,3,150,1e-12
1,3,3,200,1e-12
1,3,3,250,1e-12
1,3,3,300,1e-12
1,3,3,350,1e-12
1,3,3,400,1e-12
1,3,3,450,1e-12
1,3,3,500,1e-12
1,3,3,550,1e-12
1,3,3,600,1e-12
1,3,3,650,1e-12
1,3,3,700,1e-12
1,3,3,750,1e-12
1,3,3,800,1e-12
1,3,3,850,1e-12
1,3,3,900,1e-12
1,3,3,950,1e-12
1,3,3,1000,1e-12
1,3,4,50,1e-12
1,3,4,100,1e-12
1,3,4,150,1e-12
1,3,4,200,1e-12
1,3,4,250,1e-12
1,3,4,300,1e-12
1,3,4,350,1e-12
1,3,4,400,1e-12
1,3,4,450,1e-12
1,3,4,500,1e-12
1,3,4,550,1e-12
1,3,4,600,1e-12
1,3,4,650,1e-12
1,3,4,700,1e-12
1,3,4,750,1e-12
1,3,4,800,1e-12
1,3,4,850,1e-12
1,3,4,900,1e-12
1,3,4,950,1e-12
1,3,4,1000,1e-12
1,3,5,50,1e-12
1,3,5,100,1e-12
1,3,5,150,1e-12
1,3,5,200,1e-12
1,3,5,250,1e-12
1,3,5,300,1e-12
1,3,5,350,1e-12
1,3,5,400,1e-12
1,3,5,450,1e-12
1,3,5,500,1e-12
1,3,5,550,1e-12
1,3,5,600,1e-12
1,3,5,650,1e-12
1,3,5,700,1e-12
1,3,5,750,1e-12
1,3,5,800,1e-12
1,3,5,850,1e-12
1,3,5,900,1e-12
1,3,5,950,1e-12
1,3,5,1000,1e-12
1,3,6,50,1e-12
1,3,6,100,1e-12
1,3,6,150,1e-12
1,3,6,200,1e-12
1,3,6,250,1e-12
1,3,6,300,1e-12
1,3,6,350,1e-12
1,3,6,400,1e-12
1,3,6,450,1e-12
1,3,6,500,1e-12
1,3,6,550,1e-12
1,3,6,600,1e-12
1,3,6,650,1e-12
1,3,6,700,1e-12
1,3,6,750,1e-12
1,3,6,800,1e-12
1,3,6,850,1e-12
1,3,6,900,1e-12
1,3,6,950,1e-12
1,3,6,1000,1e-12
1,3,7,50,1e-12
1,3,7,100,1e-12
1,3,7,150,1e-12
1,3,7,200,1e-12
1,3,7,250,1e-12
1,3,7,300,1e-12
1,3,7,350,1e-12
1,3,7,400,1e-12
1,3,7,450,1e-12
1,3,7,500,1e-12
1,3,7,550,1e-12
1,3,7,600,1e-12
1,3,7,650,1e-12
1,3,7,700,1e-12
1,3,7,750,1e-12
1,3,7,800,1e-12
1,3,7,850,1e-12
1,3,7,900,1e-12
1,3,7,950,1e-12
1,3,7,1000,1e-12
1,3,8,50,1e-12
1,3,8,100,1e-12
1,3,8,150,1e-12
1,3,8,200,1e-12
1,3,8,250,1e-12
1,3,8,300,1e-12
1,3,8,350,1e-12
1,3,8,400,1e-12
1,3,8,450,1e-12
1,3,8,500,1e-12
1,3,8,550,1e-12
1,3,8,600,1e-12
1,3,8,650,1e-12
1,3,8,700,1e-12
1,3,8,750,1e-12
1,3,8,800,1e-12
1,3,8,850,1e-12
1,3,8,900,1e-12
1,3,8,950,1e-12
1,3,8,1000,1e-12
1,3,9,50,1e-12
1,3,9,100,1e-12
1,3,9,150,1e-12
1,3,9,200,1e-12
1,3,9,250,1e-12
1,3,9,300,1e-12
1,3,9,350,1e-12
1,3,9,400,1e-12
1,3,9,450,1e-12
1,3,9,500,1e-12
1,3,9,550,1e-12
1,3,9,600,1e-12
1,3,9,650,1e-12
1,3,9,700,1e-12
1,3,9,750,1e-12
1,3,9,800,1e-12
1,3,9,850,1e-12
1,3,9,900,1e-12
1,3,9,950,1e-12
1,3,9,1000,1e-12
1,3,10,50,1e-12
1,3,10,100,1e-12
1,3,10,150,1e-12
1,3,10,200,1e-12
1,3,10,250,1e-12
1,3,10,300,1e-12
1,3,10,350,1e-12
1,3,10,400,1e-12
1,3,10,450,1e-12
1,3,10,500,1e-12
1,3,10,550,1e-12
1,3,10,600,1e-12
1,3,10,650,1e-12
1,3,10,700,1e-12
1,3,10,750,1e-12
1,3,10,800,1e-12
1,3,10,850,1e-12
1,3,10,900,1e-12
1,3,10,950,1e-12
1,3,10,1000,1e-12
1,3,11,50,1e-12
1,3,11,100,1e-12
1,3,11,150,1e-12
1,3,11,200,1e-12
1,3,11,250,1e-12
1,3,11,300,1e-12
1,3,11,350,1e-12
1,3,11,400,1e-12
1,3,11,450,1e-12
1,3,11,500,1e-12
1,3,11,550,1e-12
1,3,11,600,1e-12
1,3,11,650,1e-12
1,3,11,700,1e-12
1,3,11,750,1e-12
1,3,11,800,1e-12
1,3,11,850,1e-12
1,3,11,900,1e-12
1,3,11,950,1e-12
1,3,11,1000,1e-12
1,3,12,50,1e-12
1,3,12,100,1e-12
1,3,12,150,1e-12
1,3,12,200,1e-12
1,3,12,250,1e-12
1,3,12,300,1e-12
1,3,12,350,1e-12
1,3,12,400,1e-12
1,3,12,450,1e-12
1,3,12,500,1e-12
1,3,12,550,1e-12
1,3,12,600,1e-12
1,3,12,650,1e-12
1,3,12,700,1e-12
1,3,12,750,1e-12
1,3,12,800,1e-12
1,3,12,850,1e-12
1,3,12,900,1e-12
1,3,12,950,1e-12
1,3,12,1000,1e-12
1,3,13,50,1e-12
1,3,13,100,1e-12
1,3,13,150,1e-12
1,3,13,200,1e-12
1,3,13,250,1e-12
1,3,13,300,1e-12
1,3,13,350,1e-12
1,3,13,400,1e-12
1,3,13,450,1e-12
1,3,13,500,1e-12
