fid,iid,algorithm,budget,precision
10,5,DE,50,41298.045554019496
10,5,Elitist,50,5468.139920355
10,5,MLSL,50,150436.6102328216
10,5,Non-elitist,50,1166.8868539153
10,5,PSO,50,16002.9399365513
11,1,BFGS,50,0.0009377658
11,1,DE,50,668.0051451192
11,1,Elitist,50,342.9771667587
11,1,MLSL,50,789.0271206221
11,1,Non-elitist,50,30.9294800942
11,1,PSO,50,437.5165162235
11,2,BFGS,50,0.0008090423
11,2,DE,50,1078.2867790334
11,2,Elitist,50,528.9790743039
11,2,MLSL,50,972.8183689034
11,2,Non-elitist,50,69.465340878
11,2,PSO,50,745.202032348
11,3,BFGS,50,0.0012406739
11,3,DE,50,642.3170950428
11,3,Elitist,50,334.13868465769997
11,3,MLSL,50,658.6024407515999
11,3,Non-elitist,50,27.4936694136
11,3,PSO,50,413.3980544667
11,4,BFGS,50,0.0010873481
11,4,DE,50,934.0416488431
11,4,Elitist,50,582.9539188169
11,4,MLSL,50,976.1094319497
11,4,Non-elitist,50,181.4794427354
11,4,PSO,50,957.3102483607
11,5,BFGS,50,0.0006105677
11,5,DE,50,634.0529691125
11,5,Elitist,50,296.7597445109
11,5,MLSL,50,709.4209073106
11,5,Non-elitist,50,28.2298572075
11,5,PSO,50,591.5844675
12,1,BFGS,50,233667013.6090033
12,1,DE,50,1395439.8551050522
12,1,Elitist,50,126.7368137076
12,1,MLSL,50,233227.3878125786
12,1,Non-elitist,50,158.4438895439
12,1,PSO,50,769.9868854291
12,2,BFGS,50,7275688415.446058
12,2,DE,50,2087331.4742020776
12,2,Elitist,50,107.3741367628
12,2,MLSL,50,352650.0008187351
12,2,Non-elitist,50,69.8211485754
12,2,PSO,50,476.5624457153
12,3,BFGS,50,6795948857.179884
12,3,DE,50,1145464.2410109097
12,3,Elitist,50,92.3258665158
12,3,MLSL,50,559411.9191303408
12,3,Non-elitist,50,52.6700429354
12,3,PSO,50,579.18181129
12,4,BFGS,50,3748756867.158967
12,4,DE,50,1668789.056553261
12,4,Elitist,50,50.812848366299995
12,4,MLSL,50,135481.1607408793
12,4,Non-elitist,50,69.8772423662
12,4,PSO,50,512.2130142375
12,5,BFGS,50,2034770250.7044234
12,5,DE,50,2081951.7547512176
12,5,Elitist,50,103.0797335121
12,5,MLSL,50,201738.3684051014
12,5,Non-elitist,50,66.6467060568
12,5,PSO,50,691.7930336475
13,1,BFGS,50,0.0214947053
13,1,DE,50,1174.6305443395
13,1,Elitist,50,107.4719505041
13,1,MLSL,50,1412.2344098862
13,1,Non-elitist,50,53.7301378088
13,1,PSO,50,126.3670711781
13,2,BFGS,50,0.0093929692
13,2,DE,50,1103.6502854821001
13,2,Elitist,50,168.0664208839
13,2,MLSL,50,891.7897239437
13,2,Non-elitist,50,7.5487548182
13,2,PSO,50,227.22799665370002
13,3,BFGS,50,0.0048668426
13,3,DE,50,1055.8178044807
13,3,Elitist,50,113.9552744176
13,3,MLSL,50,1417.1486229277
13,3,Non-elitist,50,24.9110476647
13,3,PSO,50,124.2855509536
13,4,BFGS,50,0.0227247789
13,4,DE,50,1413.9651438202
13,4,Elitist,50,122.48359541810001
13,4,MLSL,50,2096.7825042599998
13,4,Non-elitist,50,22.2719309817
13,4,PSO,50,85.39637638079999
13,5,BFGS,50,0.0200320849
13,5,DE,50,1469.1645740847
13,5,Elitist,50,141.2556064366
13,5,MLSL,50,1271.0459232381
13,5,Non-elitist,50,22.6458654485
13,5,PSO,50,177.7665736154
14,1,BFGS,50,3.53803e-05
14,1,DE,50,4.2933974834
14,1,Elitist,50,0.0072630426
14,1,MLSL,50,2.2512667379
14,1,Non-elitist,50,0.0006165026
14,1,PSO,50,0.0397585902
14,2,BFGS,50,4.96987e-05
14,2,DE,50,0.0672640389
14,2,Elitist,50,0.0051881178
14,2,MLSL,50,1.9393764264
14,2,Non-elitist,50,0.0008887402
14,2,PSO,50,0.0309761959
14,3,BFGS,50,2.19626e-05
14,3,DE,50,2.5328569208
14,3,Elitist,50,0.0041975616
14,3,MLSL,50,2.031044396
14,3,Non-elitist,50,0.000655959
14,3,PSO,50,0.029695570600000002
14,4,BFGS,50,4.50492e-05
14,4,DE,50,3.5008023987
14,4,Elitist,50,0.0103933742
14,4,MLSL,50,5.5895664193
14,4,Non-elitist,50,0.0005378287
14,4,PSO,50,0.0450414606
14,5,BFGS,50,9.8099e-06
14,5,DE,50,2.0521984014
14,5,Elitist,50,0.0054562638
14,5,MLSL,50,2.3933243537
14,5,Non-elitist,50,0.0008510876
14,5,PSO,50,0.049940377
15,1,BFGS,50,10037.7266120506
15,1,DE,50,405.1541677183
15,1,Elitist,50,311.587184879
15,1,MLSL,50,672.274171922
15,1,Non-elitist,50,149.3207874243
15,1,PSO,50,207.9782969574
15,2,BFGS,50,4555.627435514
15,2,DE,50,449.2082728909
15,2,Elitist,50,324.8739461789
15,2,MLSL,50,653.0333786224
15,2,Non-elitist,50,123.4318075832
15,2,PSO,50,191.1305984277
15,3,BFGS,50,5232.972171726
15,3,DE,50,482.2248177784
15,3,Elitist,50,298.2201097126
15,3,MLSL,50,578.5804866232
15,3,Non-elitist,50,147.3284965185
15,3,PSO,50,180.2438286116
15,4,BFGS,50,5030.906555578
15,4,DE,50,422.4804859521
15,4,Elitist,50,247.0698923187
15,4,MLSL,50,599.1168256802
15,4,Non-elitist,50,148.24965329580002
15,4,PSO,50,195.7123803476
15,5,BFGS,50,4912.8755969181
15,5,DE,50,458.451159897
15,5,Elitist,50,307.5677852614
15,5,MLSL,50,694.4289207421
15,5,Non-elitist,50,145.2658801057
15,5,PSO,50,157.7144186743
16,1,BFGS,50,1236.1108733700999
16,1,DE,50,150.3012996123
16,1,Elitist,50,79.6666849256
16,1,MLSL,50,117.8061720183
16,1,Non-elitist,50,19.982727244699998
16,1,PSO,50,46.0672528795
16,2,BFGS,50,1017.4121095472
16,2,DE,50,125.45882720110001
16,2,Elitist,50,103.7939605743
16,2,MLSL,50,125.8718315078
16,2,Non-elitist,50,15.1816928145
16,2,PSO,50,31.7154477046
16,3,BFGS,50,1166.7420120222
16,3,DE,50,124.481470422
16,3,Elitist,50,130.0190910861
16,3,MLSL,50,106.0545491534
16,3,Non-elitist,50,15.7790575073
16,3,PSO,50,32.1326614396
16,4,BFGS,50,1214.7504153054
16,4,DE,50,140.1857526073
16,4,Elitist,50,158.2552108338
16,4,MLSL,50,126.7911898179
16,4,Non-elitist,50,27.5258106216
16,4,PSO,50,39.2930902359
16,5,BFGS,50,1237.8925203305
16,5,DE,50,113.0166519066
16,5,Elitist,50,151.6798947847
16,5,MLSL,50,112.3198855513
16,5,Non-elitist,50,24.4472730026
16,5,PSO,50,54.047905874099996
17,1,BFGS,50,757.8393147595999
17,1,DE,50,18.6308398187
17,1,Elitist,50,10.3636278715
17,1,MLSL,50,39.2103736242
17,1,Non-elitist,50,1.7388007902
17,1,PSO,50,5.8080319034
17,2,BFGS,50,267.7665615303
17,2,DE,50,20.2029176891
17,2,Elitist,50,6.1525707824
17,2,MLSL,50,33.4904725185
17,2,Non-elitist,50,0.6387591802
17,2,PSO,50,4.1297866802
17,3,BFGS,50,349.8978735002
17,3,DE,50,19.7848604893
17,3,Elitist,50,33.0209173488
17,3,MLSL,50,49.165523072300005
17,3,Non-elitist,50,5.1591754674
17,3,PSO,50,7.3753019697
17,4,BFGS,50,517.6620156718
17,4,DE,50,18.3969067975
17,4,Elitist,50,17.1794710423
17,4,MLSL,50,42.7312551624
17,4,Non-elitist,50,9.1142763309
17,4,PSO,50,9.4469174388
17,5,BFGS,50,189.5142495379
17,5,DE,50,19.2859529159
17,5,Elitist,50,13.060560164
17,5,MLSL,50,35.7129361791
17,5,Non-elitist,50,0.7663477275999999
17,5,PSO,50,2.7260742643
18,1,BFGS,50,2102.0715114931
18,1,DE,50,84.8036735435
18,1,Elitist,50,67.0686582153
18,1,MLSL,50,168.7012532438
18,1,Non-elitist,50,2.7850317054
18,1,PSO,50,14.4153277956
18,2,BFGS,50,1010.0527303817
18,2,DE,50,83.78253848359999
18,2,Elitist,50,19.0579064374
18,2,MLSL,50,134.9571840495
18,2,Non-elitist,50,5.3039836604
18,2,PSO,50,16.5978821267
18,3,BFGS,50,1371.437959267
18,3,DE,50,79.3401111446
18,3,Elitist,50,43.3435323487
18,3,MLSL,50,149.4968156434
18,3,Non-elitist,50,7.4434501832999995
18,3,PSO,50,28.916890069
18,4,BFGS,50,2847.5381846026
18,4,DE,50,89.5440483373
18,4,Elitist,50,42.5397589011
18,4,MLSL,50,130.8779414641
18,4,Non-elitist,50,6.388766477400001
18,4,PSO,50,37.3210637362
18,5,BFGS,50,743.5911937671
18,5,DE,50,72.8557542117
18,5,Elitist,50,51.63260984
18,5,MLSL,50,148.27973454119999
18,5,Non-elitist,50,7.2648631475
18,5,PSO,50,17.9046537951
19,1,BFGS,50,901.7475481281
19,1,DE,50,43.2219420981
19,1,Elitist,50,23.3010700631
19,1,MLSL,50,48.2423727559
19,1,Non-elitist,50,19.0913857389
19,1,PSO,50,18.9530039369
19,2,BFGS,50,809.6617698583
19,2,DE,50,40.896281149800004
19,2,Elitist,50,28.047633114
19,2,MLSL,50,46.8559273874
19,2,Non-elitist,50,20.0919563742
19,2,PSO,50,22.2636007622
19,3,BFGS,50,814.5952911658
19,3,DE,50,46.7445189305
19,3,Elitist,50,29.914048606599998
19,3,MLSL,50,59.5714336844
19,3,Non-elitist,50,21.654202711
19,3,PSO,50,21.4401556108
19,4,BFGS,50,837.2653953898
19,4,DE,50,44.1714552955
19,4,Elitist,50,36.5551134583
19,4,MLSL,50,61.6414614943
19,4,Non-elitist,50,24.044763122
19,4,PSO,50,22.0400229203
19,5,BFGS,50,692.9518990484
19,5,DE,50,21.2135632944
19,5,Elitist,50,29.0980448943
19,5,MLSL,50,51.0948908876
19,5,Non-elitist,50,20.4465813306
19,5,PSO,50,20.1078536071
20,1,BFGS,50,30.2558459053
20,1,DE,50,41.2398941337
20,1,Elitist,50,37.0776737527
20,1,MLSL,50,32.2492163448
20,1,Non-elitist,50,34.4315175135
20,1,PSO,50,20.4893128824
20,2,BFGS,50,32.6748062469
20,2,DE,50,40.0830217542
20,2,Elitist,50,32.6568687692
20,2,MLSL,50,32.6140663748
20,2,Non-elitist,50,32.2365800637
20,2,PSO,50,24.4689788801
20,3,BFGS,50,35.9017729436
20,3,DE,50,37.3847714755
20,3,Elitist,50,35.5095532816
20,3,MLSL,50,38.9398235389
20,3,Non-elitist,50,34.1281143696
20,3,PSO,50,21.9183956336
20,4,BFGS,50,29.3296811724
20,4,DE,50,41.5913537461
20,4,Elitist,50,37.394925146
20,4,MLSL,50,36.6744979666
20,4,Non-elitist,50,32.2112411467
20,4,PSO,50,22.5733232578
20,5,BFGS,50,33.2649402134
20,5,DE,50,41.3904746061
20,5,Elitist,50,34.7334399565
20,5,MLSL,50,35.3930236204
20,5,Non-elitist,50,31.1081114283
20,5,PSO,50,20.2146674915
21,1,BFGS,50,225.39490774909999
21,1,DE,50,60.5688443557
21,1,Elitist,50,33.091596707600004
21,1,MLSL,50,45.7037257337
21,1,Non-elitist,50,36.3892834994
21,1,PSO,50,43.3784670235
21,2,BFGS,50,162.55097790920001
21,2,DE,50,45.7288225589
21,2,Elitist,50,47.4681325114
21,2,MLSL,50,48.6633968936
21,2,Non-elitist,50,57.8338462399
21,2,PSO,50,43.559815039
21,3,BFGS,50,201.5696096693
21,3,DE,50,49.0057277796
21,3,Elitist,50,102.2249302145
21,3,MLSL,50,49.5327420146
21,3,Non-elitist,50,59.066718773199995
21,3,PSO,50,39.4617142184
21,4,BFGS,50,253.02893095410002
21,4,DE,50,55.8284750159
21,4,Elitist,50,63.689057407
21,4,MLSL,50,44.3092565391
21,4,Non-elitist,50,66.2035510903
21,4,PSO,50,39.9103625019
21,5,BFGS,50,107.88178444389999
21,5,DE,50,38.2955381153
21,5,Elitist,50,50.216624769
21,5,MLSL,50,46.7538060744
21,5,Non-elitist,50,28.8979145943
21,5,PSO,50,29.9307383816
22,1,BFGS,50,244.6424057415
22,1,DE,50,38.6583434285
22,1,Elitist,50,83.3192085935
22,1,MLSL,50,41.1946231251
22,1,Non-elitist,50,101.696281102
22,1,PSO,50,37.275022300399996
22,2,BFGS,50,315.6030848801
22,2,DE,50,57.0999700821
22,2,Elitist,50,89.5211534081
22,2,MLSL,50,61.909724222200005
22,2,Non-elitist,50,51.9082105821
22,2,PSO,50,54.5949832615
22,3,BFGS,50,239.8633171108
22,3,DE,50,64.0196965615
22,3,Elitist,50,116.5882172477
22,3,MLSL,50,70.74757037
22,3,Non-elitist,50,112.0822768664
22,3,PSO,50,49.1961579119
22,4,BFGS,50,357.9475502402
22,4,DE,50,38.8539366976
22,4,Elitist,50,111.793787492
22,4,MLSL,50,50.9689472484
22,4,Non-elitist,50,110.9581657288
22,4,PSO,50,73.9433889192
22,5,BFGS,50,316.3924287969
22,5,DE,50,26.7401598715
22,5,Elitist,50,172.0630565825
22,5,MLSL,50,51.055835445599996
22,5,Non-elitist,50,60.0037106893
22,5,PSO,50,34.5950362084
23,1,BFGS,50,190.594910852
23,1,DE,50,41.4246885648
23,1,Elitist,50,52.027658870399996
23,1,MLSL,50,37.8409871145
23,1,Non-elitist,50,37.6427376167
23,1,PSO,50,32.0860546568
23,2,BFGS,50,243.5186340294
23,2,DE,50,34.3014583258
23,2,Elitist,50,56.5630370259
23,2,MLSL,50,36.0930257016
23,2,Non-elitist,50,38.2332688974
23,2,PSO,50,35.3726442359
23,3,BFGS,50,237.9813460724
23,3,DE,50,34.0545282906
23,3,Elitist,50,48.8275571864
23,3,MLSL,50,34.3822679619
23,3,Non-elitist,50,29.2042479493
23,3,PSO,50,40.8708621048
23,4,BFGS,50,240.972670194
23,4,DE,50,40.3401001972
23,4,Elitist,50,49.4446068224
23,4,MLSL,50,35.641909294
23,4,Non-elitist,50,36.5952957772
23,4,PSO,50,39.3780841051
23,5,BFGS,50,194.8373504283
23,5,DE,50,40.090595121
23,5,Elitist,50,51.3786665384
23,5,MLSL,50,42.135312842
23,5,Non-elitist,50,33.5118622337
23,5,PSO,50,40.1817810719
24,1,BFGS,50,2111.0836135886
24,1,DE,50,477.4989326932
24,1,Elitist,50,420.5433011893
24,1,MLSL,50,612.4965746843
24,1,Non-elitist,50,232.1301980138
24,1,PSO,50,328.6118239123
24,2,BFGS,50,1967.7623586735
24,2,DE,50,466.8449798093
24,2,Elitist,50,365.3645810271
24,2,MLSL,50,620.336688462
24,2,Non-elitist,50,276.5188921624
24,2,PSO,50,340.103791376
24,3,BFGS,50,1980.933444168
24,3,DE,50,538.6127743601
24,3,Elitist,50,435.4432737299
24,3,MLSL,50,563.7087092046
24,3,Non-elitist,50,283.1111090782
24,3,PSO,50,370.7897167552
24,4,BFGS,50,1947.5623532256
24,4,DE,50,498.5361345042
24,4,Elitist,50,385.2477829916
24,4,MLSL,50,657.1348799319
24,4,Non-elitist,50,271.1335012716
24,4,PSO,50,329.8467369361
24,5,BFGS,50,1644.8090695153
24,5,DE,50,480.1701923317
24,5,Elitist,50,413.3632537282
24,5,MLSL,50,510.46900025
24,5,Non-elitist,50,272.6633676894
24,5,PSO,50,346.1450439837
